Frame,Elapsed_Time_In_Milliseconds,Time,Hand_X,Hand_Y,Hand_Z,Thumb_CMC_X,Thumb_CMC_Y,Thumb_CMC_Z,Thumb_MCP_X,Thumb_MCP_Y,Thumb_MCP_Z,Thumb_DIP_X,Thumb_DIP_Y,Thumb_DIP_Z,Thumb_TIP_X,Thumb_TIP_Y,Thumb_TIP_Z,Index_CMC_X,Index_CMC_Y,Index_CMC_Z,Index_MCP_X,Index_MCP_Y,Index_MCP_Z,Index_PIP_X,Index_PIP_Y,Index_PIP_Z,Index_DIP_X,Index_DIP_Y,Index_DIP_Z,Index_TIP_X,Index_TIP_Y,Index_TIP_Z,Middle_CMC_X,Middle_CMC_Y,Middle_CMC_Z,Middle_MCP_X,Middle_MCP_Y,Middle_MCP_Z,Middle_PIP_X,Middle_PIP_Y,Middle_PIP_Z,Middle_DIP_X,Middle_DIP_Y,Middle_DIP_Z,Middle_TIP_X,Middle_TIP_Y,Middle_TIP_Z,Ring_CMC_X,Ring_CMC_Y,Ring_CMC_Z,Ring_MCP_X,Ring_MCP_Y,Ring_MCP_Z,Ring_PIP_X,Ring_PIP_Y,Ring_PIP_Z,Ring_DIP_X,Ring_DIP_Y,Ring_DIP_Z,Ring_TIP_X,Ring_TIP_Y,Ring_TIP_Z,Pinky_CMC_X,Pinky_CMC_Y,Pinky_CMC_Z,Pinky_MCP_X,Pinky_MCP_Y,Pinky_MCP_Z,Pinky_PIP_X,Pinky_PIP_Y,Pinky_PIP_Z,Pinky_DIP_X,Pinky_DIP_Y,Pinky_DIP_Z,Pinky_TIP_X,Pinky_TIP_Y,Pinky_TIP_Z,Hand_X.1,Hand_Y.1,Hand_Z.1,Thumb_CMC_X.1,Thumb_CMC_Y.1,Thumb_CMC_Z.1,Thumb_MCP_X.1,Thumb_MCP_Y.1,Thumb_MCP_Z.1,Thumb_DIP_X.1,Thumb_DIP_Y.1,Thumb_DIP_Z.1,Thumb_TIP_X.1,Thumb_TIP_Y.1,Thumb_TIP_Z.1,Index_CMC_X.1,Index_CMC_Y.1,Index_CMC_Z.1,Index_MCP_X.1,Index_MCP_Y.1,Index_MCP_Z.1,Index_PIP_X.1,Index_PIP_Y.1,Index_PIP_Z.1,Index_DIP_X.1,Index_DIP_Y.1,Index_DIP_Z.1,Index_TIP_X.1,Index_TIP_Y.1,Index_TIP_Z.1,Middle_CMC_X.1,Middle_CMC_Y.1,Middle_CMC_Z.1,Middle_MCP_X.1,Middle_MCP_Y.1,Middle_MCP_Z.1,Middle_PIP_X.1,Middle_PIP_Y.1,Middle_PIP_Z.1,Middle_DIP_X.1,Middle_DIP_Y.1,Middle_DIP_Z.1,Middle_TIP_X.1,Middle_TIP_Y.1,Middle_TIP_Z.1,Ring_CMC_X.1,Ring_CMC_Y.1,Ring_CMC_Z.1,Ring_MCP_X.1,Ring_MCP_Y.1,Ring_MCP_Z.1,Ring_PIP_X.1,Ring_PIP_Y.1,Ring_PIP_Z.1,Ring_DIP_X.1,Ring_DIP_Y.1,Ring_DIP_Z.1,Ring_TIP_X.1,Ring_TIP_Y.1,Ring_TIP_Z.1,Pinky_CMC_X.1,Pinky_CMC_Y.1,Pinky_CMC_Z.1,Pinky_MCP_X.1,Pinky_MCP_Y.1,Pinky_MCP_Z.1,Pinky_PIP_X.1,Pinky_PIP_Y.1,Pinky_PIP_Z.1,Pinky_DIP_X.1,Pinky_DIP_Y.1,Pinky_DIP_Z.1,Pinky_TIP_X.1,Pinky_TIP_Y.1,Pinky_TIP_Z.1,Hand_Velocity_X,Hand_Velocity_Y,Hand_Velocity_Z,Thumb_CMC_Velocity_X,Thumb_CMC_Velocity_Y,Thumb_CMC_Velocity_Z,Thumb_MCP_Velocity_X,Thumb_MCP_Velocity_Y,Thumb_MCP_Velocity_Z,Thumb_DIP_Velocity_X,Thumb_DIP_Velocity_Y,Thumb_DIP_Velocity_Z,Thumb_TIP_Velocity_X,Thumb_TIP_Velocity_Y,Thumb_TIP_Velocity_Z,Index_CMC_Velocity_X,Index_CMC_Velocity_Y,Index_CMC_Velocity_Z,Index_MCP_Velocity_X,Index_MCP_Velocity_Y,Index_MCP_Velocity_Z,Index_PIP_Velocity_X,Index_PIP_Velocity_Y,Index_PIP_Velocity_Z,Index_DIP_Velocity_X,Index_DIP_Velocity_Y,Index_DIP_Velocity_Z,Index_TIP_Velocity_X,Index_TIP_Velocity_Y,Index_TIP_Velocity_Z,Middle_CMC_Velocity_X,Middle_CMC_Velocity_Y,Middle_CMC_Velocity_Z,Middle_MCP_Velocity_X,Middle_MCP_Velocity_Y,Middle_MCP_Velocity_Z,Middle_PIP_Velocity_X,Middle_PIP_Velocity_Y,Middle_PIP_Velocity_Z,Middle_DIP_Velocity_X,Middle_DIP_Velocity_Y,Middle_DIP_Velocity_Z,Middle_TIP_Velocity_X,Middle_TIP_Velocity_Y,Middle_TIP_Velocity_Z,Ring_CMC_Velocity_X,Ring_CMC_Velocity_Y,Ring_CMC_Velocity_Z,Ring_MCP_Velocity_X,Ring_MCP_Velocity_Y,Ring_MCP_Velocity_Z,Ring_PIP_Velocity_X,Ring_PIP_Velocity_Y,Ring_PIP_Velocity_Z,Ring_DIP_Velocity_X,Ring_DIP_Velocity_Y,Ring_DIP_Velocity_Z,Ring_TIP_Velocity_X,Ring_TIP_Velocity_Y,Ring_TIP_Velocity_Z,Pinky_CMC_Velocity_X,Pinky_CMC_Velocity_Y,Pinky_CMC_Velocity_Z,Pinky_MCP_Velocity_X,Pinky_MCP_Velocity_Y,Pinky_MCP_Velocity_Z,Pinky_PIP_Velocity_X,Pinky_PIP_Velocity_Y,Pinky_PIP_Velocity_Z,Pinky_DIP_Velocity_X,Pinky_DIP_Velocity_Y,Pinky_DIP_Velocity_Z,Pinky_TIP_Velocity_X,Pinky_TIP_Velocity_Y,Pinky_TIP_Velocity_Z,Hand_Acceleration_X,Hand_Acceleration_Y,Hand_Acceleration_Z,Thumb_CMC_Acceleration_X,Thumb_CMC_Acceleration_Y,Thumb_CMC_Acceleration_Z,Thumb_MCP_Acceleration_X,Thumb_MCP_Acceleration_Y,Thumb_MCP_Acceleration_Z,Thumb_DIP_Acceleration_X,Thumb_DIP_Acceleration_Y,Thumb_DIP_Acceleration_Z,Thumb_TIP_Acceleration_X,Thumb_TIP_Acceleration_Y,Thumb_TIP_Acceleration_Z,Index_CMC_Acceleration_X,Index_CMC_Acceleration_Y,Index_CMC_Acceleration_Z,Index_MCP_Acceleration_X,Index_MCP_Acceleration_Y,Index_MCP_Acceleration_Z,Index_PIP_Acceleration_X,Index_PIP_Acceleration_Y,Index_PIP_Acceleration_Z,Index_DIP_Acceleration_X,Index_DIP_Acceleration_Y,Index_DIP_Acceleration_Z,Index_TIP_Acceleration_X,Index_TIP_Acceleration_Y,Index_TIP_Acceleration_Z,Middle_CMC_Acceleration_X,Middle_CMC_Acceleration_Y,Middle_CMC_Acceleration_Z,Middle_MCP_Acceleration_X,Middle_MCP_Acceleration_Y,Middle_MCP_Acceleration_Z,Middle_PIP_Acceleration_X,Middle_PIP_Acceleration_Y,Middle_PIP_Acceleration_Z,Middle_DIP_Acceleration_X,Middle_DIP_Acceleration_Y,Middle_DIP_Acceleration_Z,Middle_TIP_Acceleration_X,Middle_TIP_Acceleration_Y,Middle_TIP_Acceleration_Z,Ring_CMC_Acceleration_X,Ring_CMC_Acceleration_Y,Ring_CMC_Acceleration_Z,Ring_MCP_Acceleration_X,Ring_MCP_Acceleration_Y,Ring_MCP_Acceleration_Z,Ring_PIP_Acceleration_X,Ring_PIP_Acceleration_Y,Ring_PIP_Acceleration_Z,Ring_DIP_Acceleration_X,Ring_DIP_Acceleration_Y,Ring_DIP_Acceleration_Z,Ring_TIP_Acceleration_X,Ring_TIP_Acceleration_Y,Ring_TIP_Acceleration_Z,Pinky_CMC_Acceleration_X,Pinky_CMC_Acceleration_Y,Pinky_CMC_Acceleration_Z,Pinky_MCP_Acceleration_X,Pinky_MCP_Acceleration_Y,Pinky_MCP_Acceleration_Z,Pinky_PIP_Acceleration_X,Pinky_PIP_Acceleration_Y,Pinky_PIP_Acceleration_Z,Pinky_DIP_Acceleration_X,Pinky_DIP_Acceleration_Y,Pinky_DIP_Acceleration_Z,Pinky_TIP_Acceleration_X,Pinky_TIP_Acceleration_Y,Pinky_TIP_Acceleration_Z,Pinch_ThumbToIndex,Pinch_ThumbToMiddle,Pinch_ThumbToRing,Pinch_ThumbToPinky,Thumb_CMC_Spread,Thumb_CMC_Flex,Thumb_PIP_Flex,Thumb_DIP_Flex,Index_MCP_Spread,Index_MCP_Flex,Index_PIP_Flex,Index_DIP_Flex,Middle_MCP_Spread,Middle_MCP_Flex,Middle_PIP_Flex,Middle_DIP_Flex,Ring_MCP_Spread,Ring_MCP_Flex,Ring_PIP_Flex,Ring_DIP_Flex,Pinky_MCP_Spread,Pinky_MCP_Flex,Pinky_PIP_Flex,Pinky_DIP_Flex,Thumb_CMC_Spread_AngularVelocity,Thumb_CMC_Flex_AngularVelocity,Thumb_PIP_Flex_AngularVelocity,Thumb_DIP_Flex_AngularVelocity,Index_MCP_Spread_AngularVelocity,Index_MCP_Flex_AngularVelocity,Index_PIP_Flex_AngularVelocity,Index_DIP_Flex_AngularVelocity,Middle_MCP_Spread_AngularVelocity,Middle_MCP_Flex_AngularVelocity,Middle_PIP_Flex_AngularVelocity,Middle_DIP_Flex_AngularVelocity,Ring_MCP_Spread_AngularVelocity,Ring_MCP_Flex_AngularVelocity,Ring_PIP_Flex_AngularVelocity,Ring_DIP_Flex_AngularVelocity,Pinky_MCP_Spread_AngularVelocity,Pinky_MCP_Flex_AngularVelocity,Pinky_PIP_Flex_AngularVelocity,Pinky_DIP_Flex_AngularVelocity,Thumb_CMC_Spread_AngularAcceleration,Thumb_CMC_Flex_AngularAcceleration,Thumb_PIP_Flex_AngularAcceleration,Thumb_DIP_Flex_AngularAcceleration,Index_MCP_Spread_AngularAcceleration,Index_MCP_Flex_AngularAcceleration,Index_PIP_Flex_AngularAcceleration,Index_DIP_Flex_AngularAcceleration,Middle_MCP_Spread_AngularAcceleration,Middle_MCP_Flex_AngularAcceleration,Middle_PIP_Flex_AngularAcceleration,Middle_DIP_Flex_AngularAcceleration,Ring_MCP_Spread_AngularAcceleration,Ring_MCP_Flex_AngularAcceleration,Ring_PIP_Flex_AngularAcceleration,Ring_DIP_Flex_AngularAcceleration,Pinky_MCP_Spread_AngularAcceleration,Pinky_MCP_Flex_AngularAcceleration,Pinky_PIP_Flex_AngularAcceleration,Pinky_DIP_Flex_AngularAcceleration,Original_Filename
0,0,00:00:00:000,0.0,0.0,0.0,"-0,616261","3,166199","3,886451","-1,485324","7,633102","5,273932","-2,397841","11,47295","6,320515","-3,155699","14,40694","7,07477","-1,177035","2,993223","2,89653","-6,188579","8,310683","4,808861","-3,769415","12,17727","2,567983","-2,147761","10,06236","2,102207","-3,612333","8,886059","3,158963","-1,912482","2,75141","1,640653","-7,301897","7,895163","2,875023","-4,686264","12,14555","0,262614","-2,678303","9,850159","0,083981","-4,350266","8,506682","1,393433","-2,616896","2,486315","0,532678","-7,889753","6,97886","0,977445","-5,53757","10,75703","-1,263347","-3,606164","8,734174","-1,214092","-5,307531","7,378663","0,103563","-3,281946","2,25221","-0,559228","-8,059475","5,702248","-1,025725","-6,219117","8,718459","-2,829715","-4,794581","7,270504","-2,768885","-6,334418","6,039149","-1,573985","62,55949","57,14579","-160,6039","65,72349","-44,81806","-151,3544","68,81757","-44,81805","-151,3544","69,95999","-45,18263","-151,01","69,96001","-45,18263","-151,01","62,17952","57,14578","-160,6039","148,3333","58,79507","-157,8296","-109,1797","58,39697","-159,0223","-15,89882","59,34923","-159,549","-16,2752","59,28483","-159,9866","71,2088","59,50655","-150,0048","156,4758","59,61587","-148,3842","-96,7629","60,22837","-144,6983","-3,040225","58,54624","-144,7796","-2,684603","58,55711","-144,3628","82,41254","60,97015","-137,0748","165,1506","62,27415","-138,5796","-87,81428","62,50424","-134,3858","4,961906","58,66497","-135,6512","5,403758","58,64055","-135,1338","99,29521","60,75353","-117,7072","167,2264","62,208","-135,7636","-86,3024","62,34451","-132,191","6,584325","58,55136","-133,6464","7,044695","58,51769","-133,1067",0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6,783967","8,277538","10,13039","12,44689","24,95826","25,47722","3,094084","1,386351","-2,0488","83,41051","103,5061","93,73176","-6,852088","83,55189","103,5771","93,79081","-12,07378","83,49284","103,3227","93,87057","-13,36859","83,17056","103,3113","94,1456","1497,495","1528,633","185,645","83,18106","-122,928","5004,63","6210,367","5623,905","-411,1252","5013,113","6214,626","5627,448","-724,427","5009,57","6199,362","5632,234","-802,1154","4990,233","6198,676","5648,736","89849,73",91718,"11138,7","4990,863","-7375,677","300277,8",372622,"337434,3","-24667,51","300786,8","372877,5","337646,9","-43465,62","300574,2","371961,7",337934,"-48126,92",299414,"371920,6","338924,1",letterA001_mijn35_R.csv
1,16,00:00:00:016,0.0,0.0,0.0,"-0,819397","3,209321","3,812866","-1,98932","7,637653","5,099237","-3,153339","11,43378","6,051579","-4,101127","14,33058","6,73113","-1,342724","3,007864","2,80794","-6,538677","8,231928","4,469024","-4,137885","12,12093","2,247246","-2,45238","10,03872","1,868981","-3,92323","8,843819","2,89572","-2,030118","2,729353","1,532595","-7,577004","7,760374","2,50653","-4,976571","12,03208","-0,08622","-2,910386","9,78312","-0,16194","-4,592927","8,419974","1,113185","-2,690875","2,430565","0,406447","-8,07974","6,801414","0,605572","-5,743794","10,60042","-1,616906","-3,768085","8,625525","-1,471774","-5,479996","7,249766","-0,189226","-3,313563","2,163946","-0,702846","-8,152707","5,490725","-1,381386","-6,324779","8,522441","-3,171978","-4,869416","7,110216","-3,041153","-6,418767","5,860574","-1,877958","65,42216","58,58679","-156,8174","68,34637","-42,88059","-150,0833","71,44045","-42,88059","-150,0833","72,61471","-43,25599","-149,7732","72,61471","-43,25599","-149,7732","65,04219","58,5868","-156,8174","151,4716","60,15688","-153,7638","-106,1344","59,79281","-155,047","-12,78922","60,75836","-155,4921","-13,19334","60,70609","-155,9554","74,75256","60,63305","-145,5712","160,0924","60,6909","-143,8848","-92,94753","61,18233","-140,0084","0,581016","59,50642","-140,3124","0,950722","59,50352","-139,8833","86,53514","61,663","-132,0956","169,4183","63,01582","-133,4266","-83,41543","63,09831","-129,1108","8,831424","59,31361","-130,9723","9,280778","59,27105","-130,4496","103,5859","60,74837","-112,6012","171,552","62,85157","-130,5632","-81,88669","62,86094","-126,9081","10,47885","59,12954","-128,9514","10,94475","59,07681","-128,4084",0.0,0.0,0.0,"-174,2191","-186,9679","-15,88435","-208,8293","-562,5791","150,6218","-216,1147","-884,1691","306,5851","-213,8558","-1129,18","430,0934","-71,59031","-179,5934","43,51091","229,1023","-495,6356","381,9417","80,82744","-1030,507","551,382","-19,92253","-884,0244","418,2232","72,37","-686,4187","378,6472","61,03095","-167,1876","118,8635","432,0467","-472,8073","495,3787","280,5292","-1063,637","690,0756","132,2181","-903,3944","521,0277","232,3919","-674,7686","471,1844","183,6345","-149,1836","185,3421","590,9161","-415,7309","565,0893","449,668","-939,4638","733,4183","293,8684","-797,6204","568,7332","396,4259","-566,5722","519,1733","301,5226","-135,1428","250,8564","721,0764","-339,1397","607,6783","612,473","-756,4497","744,2225","495,8497","-655,5674","623,526","588,6011","-445,9295","578,3729",0.0,0.0,0.0,"-10453,15","-11218,07","-953,0611","-12529,76","-33754,75","9037,308","-12966,88","-53050,14","18395,1","-12831,34","-67750,77","25805,6","-4295,418","-10775,6","2610,655","13746,14","-29738,13","22916,5","4849,646","-61830,44","33082,92","-1195,352","-53041,45","25093,39","4342,2","-41185,12","22718,83","3661,857","-10031,26","7131,812","25922,8","-28368,44","29722,72","16831,75","-63818,2","41404,54","7933,085","-54203,66","31261,66","13943,51","-40486,11","28271,06","11018,07","-8951,014","11120,52","35454,96","-24943,85","33905,36","26980,08","-56367,83","44005,09","17632,1","-47857,22","34123,99","23785,55","-33994,33","31150,4","18091,35","-8108,569","15051,38","43264,59","-20348,38","36460,7","36748,38","-45386,98","44653,35","29750,98","-39334,05","37411,56","35316,07","-26755,77","34702,37","6,696759","8,16936","9,996527","12,29751","23,30688","24,15499","3,09402","1,386492","-2,0488","83,41051","103,5061","93,73176","-6,852088","83,55189","103,5771","93,79081","-12,07378","83,49284","103,3227","93,87057","-13,36859","83,17056","103,3113","94,1456","-99,08305","-79,3341","-0,003791","0,008476",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-95794,71","-96478,05","-11138,93","-4990,355","7375,677","-300277,8",-372622,"-337434,3","24667,51","-300786,8","-372877,5","-337646,9","43465,62","-300574,2","-371961,7",-337934,"48126,92",-299414,"-371920,6","-338924,1",letterA001_mijn35_R.csv
2,32,00:00:00:032,0.0,0.0,0.0,"-0,88534","3,212959","3,795018","-2,106421","7,632618","5,063543","-3,312859","11,41967","5,999069","-4,292566","14,30896","6,665227","-1,397021","3,00384","2,78567","-6,655706","8,185627","4,380429","-4,268487","12,08961","2,170338","-2,560708","10,02161","1,814751","-4,030674","8,816489","2,83076","-2,069427","2,715395","1,504557","-7,670587","7,698965","2,409377","-5,083574","11,98635","-0,170884","-2,996595","9,755927","-0,219741","-4,679139","8,381392","1,043094","-2,71647","2,407353","0,372952","-8,146134","6,729936","0,506532","-5,822939","10,54334","-1,704618","-3,831044","8,586799","-1,534341","-5,542914","7,199409","-0,264332","-3,325901","2,131871","-0,741526","-8,18795","5,412821","-1,477075","-6,370028","8,455652","-3,258977","-4,903358","7,057014","-3,10976","-6,452654","5,796852","-1,957897","66,15694","59,02813","-155,6723","68,81479","-42,4535","-149,8947","71,90888","-42,4535","-149,8947","73,08911","-42,83075","-149,591","73,08912","-42,83075","-149,591","65,77696","59,02813","-155,6723","152,2883","60,57705","-152,5374","-105,3459","60,222","-153,8476","-11,98347","61,19052","-154,2711","-12,39616","61,14146","-154,7421","75,69566","60,99093","-144,2314","161,0583","61,03499","-142,5246","-91,92035","61,49363","-138,5906","1,552818","59,82058","-138,9571","1,927029","59,81396","-138,5242","87,65823","61,90309","-130,5895","170,5812","63,26795","-131,8727","-82,21104","63,31001","-127,5193","9,884192","59,54361","-129,5494","10,33623","59,49615","-129,0248","104,7752","60,79722","-111,0468","172,7342","63,07705","-128,9938","-80,67547","63,05161","-125,3128","11,54085","59,34051","-127,5223","12,00886","59,2826","-126,9781",0.0,0.0,0.0,"-162,031","-189,5552","-11,46921","-178,9574","-562,6227","161,0741","-171,4722","-881,4007","322,6797","-158,0627","-1124,038","450,665","-61,64897","-180,4719","48,82636","250,1082","-490,9102","402,3319","102,9356","-1027,127","570,6262","-1,645379","-882,6062","432,2167","91,02383","-683,8843","394,4418","68,0891","-165,8642","125,347","448,5532","-464,72","517,4882","297,9476","-1056,828","711,0056","146,1431","-899,3722","535,783","246,9516","-669,5661","487,9992","188,0732","-145,8386","192,916","602,3153","-405,0841","587,4017","462,0415","-930,0671","754,6318","303,5836","-791,1015","584,1941","406,7738","-558,8384","536,7407","303,4196","-129,847","259,4735","726,6703","-326,4483","629,0181","618,8127","-744,6885","764,7584","500,3398","-645,9501","639,8621","593,6621","-435,2149","596,6112",0.0,0.0,0.0,"731,2889","-155,2412","264,9083","1792,316","-2,617836","627,1405","2678,55","166,1053","965,6767","3347,586","308,464","1234,294","596,4803","-52,71077","318,9268","1260,354","283,5216","1223,412","1326,492","202,8465","1154,651","1096,629","85,08681","839,613","1119,23","152,0634","947,6751","423,4886","79,40768","389,0104","990,3888","485,2409","1326,57","1045,104","408,5197","1255,8","835,4974","241,333","885,3149","873,5819","312,149","1008,891","266,3233","200,6979","454,4341","683,9504","638,8091","1338,744","742,4097","563,7988","1272,809","582,9133","391,1361","927,6523","620,8734","464,0264","1054,041","113,8229","317,7487","517,0255","335,6352","761,4827","1280,385","380,3816","705,6684","1232,148","269,4053","577,0397","980,1663","303,6575","642,8718","1094,301","6,703649","8,178864","10,00639","12,30773","23,26492","24,23235","3,094084","1,38621","-2,0488","83,41051","103,5061","93,73176","-6,852088","83,55189","103,5771","93,79081","-12,07378","83,49284","103,3227","93,87057","-13,36859","83,17056","103,3113","94,1456","-2,517586","4,64138","0,003791","-0,016944",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5793,928","5038,528","0,454903","-1,525211",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,letterA001_mijn35_R.csv
3,48,00:00:00:048,0.0,0.0,0.0,"-0,997674","3,191374","3,78535","-2,492798","7,540441","5,003469","-3,930145","11,25755","5,892065","-5,084776","14,09","6,52103","-1,494681","2,969923","2,771311","-6,890681","8,024548","4,314651","-4,57691","11,98426","2,125682","-2,816844","9,957685","1,786928","-4,267036","8,717861","2,789506","-2,147904","2,665283","1,484036","-7,875028","7,513453","2,33432","-5,367225","11,86118","-0,223064","-3,227082","9,681359","-0,251477","-4,888048","8,267112","0,995981","-2,776711","2,34168","0,346509","-8,309314","6,533049","0,427441","-6,057369","10,40067","-1,763156","-4,020897","8,492403","-1,57344","-5,71094","7,064606","-0,319079","-3,368857","2,05153","-0,77355","-8,300918","5,215033","-1,55599","-6,539672","8,300265","-3,321828","-5,041409","6,937164","-3,158314","-6,570866","5,640431","-2,020612","66,63201","59,50964","-153,8921","70,03732","-41,41286","-147,5176","73,13139","-41,41285","-147,5176","74,32623","-41,79482","-147,2297","74,32623","-41,79482","-147,2297","66,25204","59,50965","-153,8921","152,84","61,04436","-150,684","-104,8222","60,69545","-152,0202","-11,4509","61,66582","-152,4315","-11,87265","61,61882","-152,9108","76,38941","61,41414","-142,2516","161,779","61,44799","-140,521","-91,13081","61,88161","-136,5237","2,296774","60,21114","-136,9409","2,676734","60,2017","-136,5031","88,56586","62,23482","-128,4158","171,5153","63,60899","-129,6653","-81,22054","63,61817","-125,2613","10,73839","59,86781","-127,44","11,19506","59,81639","-126,9118","105,8269","60,96711","-108,7561","173,6989","63,39659","-126,7606","-79,66853","63,34242","-123,0422","12,41187","59,6492","-125,4","12,88407","59,58708","-124,8526",0.0,0.0,0.0,"-158,0744","-189,7735","-10,39834","-165,1819","-556,6224","167,8217","-149,2437","-869,8773","334,0256","-129,3626","-1108,228","465,4273","-58,39118","-180,2304","50,16253","257,1299","-488,1321","407,6476","110,7718","-1025,247","575,2406","4,854284","-881,5795","435,4706","97,47047","-682,2446","398,3394","70,44765","-165,0267","127,0293","454,1681","-461,0354","523,3174","304,3678","-1054,084","716,0855","151,3156","-897,7405","539,251","252,1243","-667,2512","492,2047","189,6089","-144,4459","194,9256","606,299","-400,7954","593,3442","466,7902","-926,6425","759,8945","307,3611","-788,778","587,9481","410,5489","-555,817","541,2469","304,1599","-127,9225","261,7943","728,7849","-321,7741","634,7594","621,5276","-740,6813","769,9782","502,3763","-642,7581","643,9785","595,6954","-431,3916","601,4076",0.0,0.0,0.0,"237,3926","-13,09633","64,25231","826,5295","360,0225","404,8526","1333,707","691,4005","680,7574","1722,002","948,6407","885,7412","195,4672","14,48822","80,16979","421,3057","166,6832","318,9439","470,1669","112,7472","276,8669","389,9798","61,60354","195,2305","386,7985","98,38771","233,8557","141,5133","50,24815","100,9369","336,894","221,0712","349,7543","385,2124","164,6118","304,7905","310,3516","97,89848","208,0822","310,3609","138,8969","252,3279","92,14281","83,56403","120,5814","239,0213","257,3204","356,5464","284,9207","205,4787","315,7682","226,6531","139,4148","225,2426","226,5072","181,2858","270,3781","44,41595","115,468","139,2474","126,8749","280,4532","344,4757","162,8981","240,4375","313,1933","122,1914","191,5255","246,9835","121,994","229,3997","287,7817","6,59188","8,029379","9,825242","12,10634","21,78912","22,53728","3,094084","1,38621","-2,0488","83,41051","103,5061","93,73176","-6,852088","83,55189","103,5771","93,79081","-12,07378","83,49284","103,3227","93,87057","-13,36859","83,17056","103,3113","94,1456","-88,54762","-101,7036",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-5161,802","-6380,701","-0,227451","1,016665",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,letterA001_mijn35_R.csv
