Frame;Elapsed_Time_In_Milliseconds;Time;Hand_X;Hand_Y;Hand_Z;Thumb_CMC_X;Thumb_CMC_Y;Thumb_CMC_Z;Thumb_MCP_X;Thumb_MCP_Y;Thumb_MCP_Z;Thumb_DIP_X;Thumb_DIP_Y;Thumb_DIP_Z;Thumb_TIP_X;Thumb_TIP_Y;Thumb_TIP_Z;Index_CMC_X;Index_CMC_Y;Index_CMC_Z;Index_MCP_X;Index_MCP_Y;Index_MCP_Z;Index_PIP_X;Index_PIP_Y;Index_PIP_Z;Index_DIP_X;Index_DIP_Y;Index_DIP_Z;Index_TIP_X;Index_TIP_Y;Index_TIP_Z;Middle_CMC_X;Middle_CMC_Y;Middle_CMC_Z;Middle_MCP_X;Middle_MCP_Y;Middle_MCP_Z;Middle_PIP_X;Middle_PIP_Y;Middle_PIP_Z;Middle_DIP_X;Middle_DIP_Y;Middle_DIP_Z;Middle_TIP_X;Middle_TIP_Y;Middle_TIP_Z;Ring_CMC_X;Ring_CMC_Y;Ring_CMC_Z;Ring_MCP_X;Ring_MCP_Y;Ring_MCP_Z;Ring_PIP_X;Ring_PIP_Y;Ring_PIP_Z;Ring_DIP_X;Ring_DIP_Y;Ring_DIP_Z;Ring_TIP_X;Ring_TIP_Y;Ring_TIP_Z;Pinky_CMC_X;Pinky_CMC_Y;Pinky_CMC_Z;Pinky_MCP_X;Pinky_MCP_Y;Pinky_MCP_Z;Pinky_PIP_X;Pinky_PIP_Y;Pinky_PIP_Z;Pinky_DIP_X;Pinky_DIP_Y;Pinky_DIP_Z;Pinky_TIP_X;Pinky_TIP_Y;Pinky_TIP_Z;Hand_X;Hand_Y;Hand_Z;Thumb_CMC_X;Thumb_CMC_Y;Thumb_CMC_Z;Thumb_MCP_X;Thumb_MCP_Y;Thumb_MCP_Z;Thumb_DIP_X;Thumb_DIP_Y;Thumb_DIP_Z;Thumb_TIP_X;Thumb_TIP_Y;Thumb_TIP_Z;Index_CMC_X;Index_CMC_Y;Index_CMC_Z;Index_MCP_X;Index_MCP_Y;Index_MCP_Z;Index_PIP_X;Index_PIP_Y;Index_PIP_Z;Index_DIP_X;Index_DIP_Y;Index_DIP_Z;Index_TIP_X;Index_TIP_Y;Index_TIP_Z;Middle_CMC_X;Middle_CMC_Y;Middle_CMC_Z;Middle_MCP_X;Middle_MCP_Y;Middle_MCP_Z;Middle_PIP_X;Middle_PIP_Y;Middle_PIP_Z;Middle_DIP_X;Middle_DIP_Y;Middle_DIP_Z;Middle_TIP_X;Middle_TIP_Y;Middle_TIP_Z;Ring_CMC_X;Ring_CMC_Y;Ring_CMC_Z;Ring_MCP_X;Ring_MCP_Y;Ring_MCP_Z;Ring_PIP_X;Ring_PIP_Y;Ring_PIP_Z;Ring_DIP_X;Ring_DIP_Y;Ring_DIP_Z;Ring_TIP_X;Ring_TIP_Y;Ring_TIP_Z;Pinky_CMC_X;Pinky_CMC_Y;Pinky_CMC_Z;Pinky_MCP_X;Pinky_MCP_Y;Pinky_MCP_Z;Pinky_PIP_X;Pinky_PIP_Y;Pinky_PIP_Z;Pinky_DIP_X;Pinky_DIP_Y;Pinky_DIP_Z;Pinky_TIP_X;Pinky_TIP_Y;Pinky_TIP_Z;Hand_Velocity_X;Hand_Velocity_Y;Hand_Velocity_Z;Thumb_CMC_Velocity_X;Thumb_CMC_Velocity_Y;Thumb_CMC_Velocity_Z;Thumb_MCP_Velocity_X;Thumb_MCP_Velocity_Y;Thumb_MCP_Velocity_Z;Thumb_DIP_Velocity_X;Thumb_DIP_Velocity_Y;Thumb_DIP_Velocity_Z;Thumb_TIP_Velocity_X;Thumb_TIP_Velocity_Y;Thumb_TIP_Velocity_Z;Index_CMC_Velocity_X;Index_CMC_Velocity_Y;Index_CMC_Velocity_Z;Index_MCP_Velocity_X;Index_MCP_Velocity_Y;Index_MCP_Velocity_Z;Index_PIP_Velocity_X;Index_PIP_Velocity_Y;Index_PIP_Velocity_Z;Index_DIP_Velocity_X;Index_DIP_Velocity_Y;Index_DIP_Velocity_Z;Index_TIP_Velocity_X;Index_TIP_Velocity_Y;Index_TIP_Velocity_Z;Middle_CMC_Velocity_X;Middle_CMC_Velocity_Y;Middle_CMC_Velocity_Z;Middle_MCP_Velocity_X;Middle_MCP_Velocity_Y;Middle_MCP_Velocity_Z;Middle_PIP_Velocity_X;Middle_PIP_Velocity_Y;Middle_PIP_Velocity_Z;Middle_DIP_Velocity_X;Middle_DIP_Velocity_Y;Middle_DIP_Velocity_Z;Middle_TIP_Velocity_X;Middle_TIP_Velocity_Y;Middle_TIP_Velocity_Z;Ring_CMC_Velocity_X;Ring_CMC_Velocity_Y;Ring_CMC_Velocity_Z;Ring_MCP_Velocity_X;Ring_MCP_Velocity_Y;Ring_MCP_Velocity_Z;Ring_PIP_Velocity_X;Ring_PIP_Velocity_Y;Ring_PIP_Velocity_Z;Ring_DIP_Velocity_X;Ring_DIP_Velocity_Y;Ring_DIP_Velocity_Z;Ring_TIP_Velocity_X;Ring_TIP_Velocity_Y;Ring_TIP_Velocity_Z;Pinky_CMC_Velocity_X;Pinky_CMC_Velocity_Y;Pinky_CMC_Velocity_Z;Pinky_MCP_Velocity_X;Pinky_MCP_Velocity_Y;Pinky_MCP_Velocity_Z;Pinky_PIP_Velocity_X;Pinky_PIP_Velocity_Y;Pinky_PIP_Velocity_Z;Pinky_DIP_Velocity_X;Pinky_DIP_Velocity_Y;Pinky_DIP_Velocity_Z;Pinky_TIP_Velocity_X;Pinky_TIP_Velocity_Y;Pinky_TIP_Velocity_Z;Hand_Acceleration_X;Hand_Acceleration_Y;Hand_Acceleration_Z;Thumb_CMC_Acceleration_X;Thumb_CMC_Acceleration_Y;Thumb_CMC_Acceleration_Z;Thumb_MCP_Acceleration_X;Thumb_MCP_Acceleration_Y;Thumb_MCP_Acceleration_Z;Thumb_DIP_Acceleration_X;Thumb_DIP_Acceleration_Y;Thumb_DIP_Acceleration_Z;Thumb_TIP_Acceleration_X;Thumb_TIP_Acceleration_Y;Thumb_TIP_Acceleration_Z;Index_CMC_Acceleration_X;Index_CMC_Acceleration_Y;Index_CMC_Acceleration_Z;Index_MCP_Acceleration_X;Index_MCP_Acceleration_Y;Index_MCP_Acceleration_Z;Index_PIP_Acceleration_X;Index_PIP_Acceleration_Y;Index_PIP_Acceleration_Z;Index_DIP_Acceleration_X;Index_DIP_Acceleration_Y;Index_DIP_Acceleration_Z;Index_TIP_Acceleration_X;Index_TIP_Acceleration_Y;Index_TIP_Acceleration_Z;Middle_CMC_Acceleration_X;Middle_CMC_Acceleration_Y;Middle_CMC_Acceleration_Z;Middle_MCP_Acceleration_X;Middle_MCP_Acceleration_Y;Middle_MCP_Acceleration_Z;Middle_PIP_Acceleration_X;Middle_PIP_Acceleration_Y;Middle_PIP_Acceleration_Z;Middle_DIP_Acceleration_X;Middle_DIP_Acceleration_Y;Middle_DIP_Acceleration_Z;Middle_TIP_Acceleration_X;Middle_TIP_Acceleration_Y;Middle_TIP_Acceleration_Z;Ring_CMC_Acceleration_X;Ring_CMC_Acceleration_Y;Ring_CMC_Acceleration_Z;Ring_MCP_Acceleration_X;Ring_MCP_Acceleration_Y;Ring_MCP_Acceleration_Z;Ring_PIP_Acceleration_X;Ring_PIP_Acceleration_Y;Ring_PIP_Acceleration_Z;Ring_DIP_Acceleration_X;Ring_DIP_Acceleration_Y;Ring_DIP_Acceleration_Z;Ring_TIP_Acceleration_X;Ring_TIP_Acceleration_Y;Ring_TIP_Acceleration_Z;Pinky_CMC_Acceleration_X;Pinky_CMC_Acceleration_Y;Pinky_CMC_Acceleration_Z;Pinky_MCP_Acceleration_X;Pinky_MCP_Acceleration_Y;Pinky_MCP_Acceleration_Z;Pinky_PIP_Acceleration_X;Pinky_PIP_Acceleration_Y;Pinky_PIP_Acceleration_Z;Pinky_DIP_Acceleration_X;Pinky_DIP_Acceleration_Y;Pinky_DIP_Acceleration_Z;Pinky_TIP_Acceleration_X;Pinky_TIP_Acceleration_Y;Pinky_TIP_Acceleration_Z;Pinch_ThumbToIndex;Pinch_ThumbToMiddle;Pinch_ThumbToRing;Pinch_ThumbToPinky;Thumb_CMC_Spread;Thumb_CMC_Flex;Thumb_PIP_Flex;Thumb_DIP_Flex;Index_MCP_Spread;Index_MCP_Flex;Index_PIP_Flex;Index_DIP_Flex;Middle_MCP_Spread;Middle_MCP_Flex;Middle_PIP_Flex;Middle_DIP_Flex;Ring_MCP_Spread;Ring_MCP_Flex;Ring_PIP_Flex;Ring_DIP_Flex;Pinky_MCP_Spread;Pinky_MCP_Flex;Pinky_PIP_Flex;Pinky_DIP_Flex;Thumb_CMC_Spread_AngularVelocity;Thumb_CMC_Flex_AngularVelocity;Thumb_PIP_Flex_AngularVelocity;Thumb_DIP_Flex_AngularVelocity;Index_MCP_Spread_AngularVelocity;Index_MCP_Flex_AngularVelocity;Index_PIP_Flex_AngularVelocity;Index_DIP_Flex_AngularVelocity;Middle_MCP_Spread_AngularVelocity;Middle_MCP_Flex_AngularVelocity;Middle_PIP_Flex_AngularVelocity;Middle_DIP_Flex_AngularVelocity;Ring_MCP_Spread_AngularVelocity;Ring_MCP_Flex_AngularVelocity;Ring_PIP_Flex_AngularVelocity;Ring_DIP_Flex_AngularVelocity;Pinky_MCP_Spread_AngularVelocity;Pinky_MCP_Flex_AngularVelocity;Pinky_PIP_Flex_AngularVelocity;Pinky_DIP_Flex_AngularVelocity;Thumb_CMC_Spread_AngularAcceleration;Thumb_CMC_Flex_AngularAcceleration;Thumb_PIP_Flex_AngularAcceleration;Thumb_DIP_Flex_AngularAcceleration;Index_MCP_Spread_AngularAcceleration;Index_MCP_Flex_AngularAcceleration;Index_PIP_Flex_AngularAcceleration;Index_DIP_Flex_AngularAcceleration;Middle_MCP_Spread_AngularAcceleration;Middle_MCP_Flex_AngularAcceleration;Middle_PIP_Flex_AngularAcceleration;Middle_DIP_Flex_AngularAcceleration;Ring_MCP_Spread_AngularAcceleration;Ring_MCP_Flex_AngularAcceleration;Ring_PIP_Flex_AngularAcceleration;Ring_DIP_Flex_AngularAcceleration;Pinky_MCP_Spread_AngularAcceleration;Pinky_MCP_Flex_AngularAcceleration;Pinky_PIP_Flex_AngularAcceleration;Pinky_DIP_Flex_AngularAcceleration
0;0;00:00:00:000;0;0;0;3,323951;-0,439426;3,777216;4,671015;1,859401;7,718586;1,552815;2,924426;10,13002;-1,031782;3,589547;11,75145;2,203905;-0,181255;3,720837;1,935662;0,290424;11,25433;2,680808;0,752302;16,25991;3,110347;1,172055;18,89788;3,478333;1,650618;20,96693;0,761665;0,12132;3,650306;-0,28517;0,73443;11,10389;-1,464336;1,644298;16,53654;-2,063422;2,333717;19,45176;-2,518686;3,067891;21,81158;-0,559979;0,330492;3,590383;-2,289764;1,023972;10,27699;-3,304733;1,836149;15,08726;-3,828489;2,497556;17,75426;-4,25308;3,301052;20,12963;-1,836624;0,566927;3,530122;-4,20949;1,298485;8,894775;-5,612171;2,027767;12,53338;-6,29806;2,546363;14,37463;-7,025537;3,324271;16,41932;3,529442;2,657143;169,5118;-18,89207;-28,88062;-85,0498;47,58776;-28,88063;-85,04983;53,52818;-29,13241;-84,63937;53,52818;-29,13241;-84,63937;3,149465;2,657143;169,5118;6,935498;-7,129769;167,3697;10,63397;-7,212331;168,1089;14,4992;-7,452364;169,0778;14,52852;-7,394124;168,8508;3,186522;8,682478;169,887;7,192173;13,57545;170,6084;10,52245;13,93175;168,639;14,11585;14,46654;166,9933;14,17023;14,41332;167,2113;3,240879;15,24085;170,3098;6,88273;13,49788;168,679;10,78334;13,93455;166,7154;14,64542;15,12815;162,8916;14,71594;15,05965;163,1624;3,393201;24,61918;170,9658;6,85675;22,51559;169,9623;10,41585;22,89115;168,2012;13,80605;24,03767;164,1827;13,92872;23,96967;164,4843;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10,44153;10,18279;8,980755;7,601609;29,22263;20,06337;66,4798;6,139769;9,90131;3,238154;3,790391;3,9888;-10,96446;3,533799;3,79839;3,9989;-10,77464;3,671892;4,367312;4,828198;-19,85133;3,575222;4,239793;4,996967;1753,358;1203,802;3988,788;368,3861;594,0786;194,2893;227,4234;239,328;-657,8674;212,0279;227,9034;239,934;-646,4786;220,3135;262,0387;289,6919;-1191,08;214,5133;254,3876;299,818;105201,5;72228,11;239327,3;22103,17;35644,71;11657,36;13645,41;14359,68;-39472,04;12721,68;13674,2;14396,04;-38788,71;13218,81;15722,32;17381,51;-71464,79;12870,8;15263,25;17989,08
1;16;00:00:00:016;0;0;0;3,323951;-0,439426;3,777216;4,671015;1,859401;7,718586;1,552815;2,924426;10,13002;-1,031782;3,589547;11,75145;2,203905;-0,181255;3,720837;1,935662;0,290424;11,25433;2,680808;0,752302;16,25991;3,110347;1,172055;18,89788;3,478333;1,650618;20,96693;0,761665;0,12132;3,650306;-0,28517;0,73443;11,10389;-1,464336;1,644298;16,53654;-2,063422;2,333717;19,45176;-2,518686;3,067891;21,81158;-0,559979;0,330492;3,590383;-2,289764;1,023972;10,27699;-3,304733;1,836149;15,08726;-3,828489;2,497556;17,75426;-4,25308;3,301052;20,12963;-1,836624;0,566927;3,530122;-4,20949;1,298485;8,894775;-5,612171;2,027767;12,53338;-6,29806;2,546363;14,37463;-7,025537;3,324271;16,41932;3,529442;2,657143;169,5118;-18,89207;-28,88062;-85,0498;47,58776;-28,88063;-85,04983;53,52818;-29,13241;-84,63937;53,52818;-29,13241;-84,63937;3,149465;2,657143;169,5118;6,935498;-7,129769;167,3697;10,63397;-7,212331;168,1089;14,4992;-7,452364;169,0778;14,52852;-7,394124;168,8508;3,186522;8,682478;169,887;7,192173;13,57545;170,6084;10,52245;13,93175;168,639;14,11585;14,46654;166,9933;14,17023;14,41332;167,2113;3,240879;15,24085;170,3098;6,88273;13,49788;168,679;10,78334;13,93455;166,7154;14,64542;15,12815;162,8916;14,71594;15,05965;163,1624;3,393201;24,61918;170,9658;6,85675;22,51559;169,9623;10,41585;22,89115;168,2012;13,80605;24,03767;164,1827;13,92872;23,96967;164,4843;0;0;0;-410,6318;29,36963;-9,33022;-556,7261;-244,2253;-3,293082;-180,9536;-327,3933;7,09936;129,1895;-371,8527;14,88013;-274,4467;10,87527;-5,947507;-258,3521;-14,42005;-4,786491;-355,8595;-59,09563;-5,300671;-409,7043;-104,0066;-4,91783;-454,0044;-157,3253;-4,063636;-99,41785;-9,382185;-1,715653;11,04312;-43,1634;1,646742;146,1019;-118,2073;6,869226;216,7665;-182,7598;10,43478;272,359;-256,2729;13,98852;60,21943;-19,8342;1,879737;254,9167;-58,43759;7,116482;371,1121;-125,9845;11,70793;433,2024;-188,9575;15,04683;485,8598;-270,992;18,82151;214,8032;-34,02587;5,495443;490,0774;-74,91393;12,44844;654,7396;-132,6397;17,70338;736,8517;-179,891;20,93214;826,1732;-256,7516;25,28304;0;0;0;-24637,91;1762,178;-559,8132;-33403,56;-14653,52;-197,5849;-10857,22;-19643,6;425,9616;7751,373;-22311,16;892,808;-16466,8;652,5162;-356,8504;-15501,13;-865,2029;-287,1894;-21351,57;-3545,738;-318,0402;-24582,26;-6240,395;-295,0698;-27240,27;-9439,516;-243,8181;-5965,07;-562,9311;-102,9392;662,5871;-2589,804;98,80453;8766,111;-7092,438;412,1536;13005,99;-10965,59;626,0865;16341,54;-15376,38;839,3114;3613,166;-1190,052;112,7842;15295;-3506,255;426,9889;22266,73;-7559,071;702,4758;25992,14;-11337,45;902,81;29151,58;-16259,52;1129,29;12888,19;-2041,552;329,7266;29404,64;-4494,835;746,9066;39284,37;-7958,384;1062,203;44211,1;-10793,46;1255,928;49570,39;-15405,1;1516,982;10,44153;10,18279;8,980755;7,601609;29,22263;20,06337;66,4798;6,139769;9,90131;3,238154;3,790391;3,9888;-10,96446;3,533799;3,79839;3,9989;-10,77464;3,671892;4,367312;4,828198;-19,85133;3,575222;4,239793;4,996967;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-105201,5;-72228,11;-239327,3;-22103,17;-35644,71;-11657,36;-13645,41;-14359,68;39472,04;-12721,68;-13674,2;-14396,04;38788,71;-13218,81;-15722,32;-17381,51;71464,79;-12870,8;-15263,25;-17989,08
2;32;00:00:00:032;0;0;0;3,323629;-0,452535;3,77595;4,694973;1,841267;7,711871;1,589995;2,922913;10,13295;-0,985957;3,601645;11,76247;2,204522;-0,190231;3,720024;1,940647;0,280675;11,25372;2,711743;0,733503;16,2562;3,155703;1,148329;18,89256;3,535633;1,622895;20,96037;0,763381;0,117665;3,650068;-0,278588;0,732885;11,10416;-1,434492;1,642767;16,54181;-2,020274;2,332054;19,45975;-2,464049;3,065998;21,82184;-0,557505;0,331713;3,590655;-2,282391;1,029994;10,27803;-3,278757;1,841933;15,09223;-3,791351;2,50305;17,76147;-4,205137;3,306117;20,13889;-1,833292;0,572858;3,530896;-4,201577;1,311891;8,896549;-5,588396;2,043326;12,5408;-6,265654;2,562914;14,38496;-6,982728;3,341784;16,43295;3,520015;2,635002;169,3005;-19,10666;-28,89039;-85,23226;47,37315;-28,89041;-85,23225;53,313;-29,14083;-84,82074;53,313;-29,14083;-84,82074;3,140038;2,635002;169,3005;6,930893;-7,412746;167,1281;10,62568;-7,495224;167,8678;14,48608;-7,735079;168,8372;14,51653;-7,676888;168,6102;3,17685;8,6604;169,6748;7,176339;13,36396;170,3707;10,51408;13,71985;168,4029;14,11375;14,2545;166,7587;14,16729;14,20129;166,9765;3,2308;15,21884;170,0963;6,868593;13,30879;168,4453;10,77586;13,7451;166,4833;14,651;14,93864;162,6627;14,72058;14,87011;162,9332;3,382228;24,59729;170,7504;6,837098;22,30599;169,7231;10,40313;22,68109;167,9646;13,80935;23,8273;163,9524;13,9308;23,75929;164,2534;0;0;0;-410,6318;29,36963;-9,33022;-557,5525;-244,4597;-3,64843;-182,2363;-328,0285;7,247373;127,6068;-372,7891;15,45614;-274,4467;10,87527;-5,947507;-258,3521;-14,42005;-4,786491;-357,2341;-59,05837;-5,543858;-411,8094;-103,9496;-5,289673;-456,6873;-157,2527;-4,53642;-99,41785;-9,382185;-1,715653;11,04312;-43,1634;1,646742;144,9953;-118,215;7,081837;215,0611;-182,7717;10,76218;270,1644;-256,2882;14,40972;60,21943;-19,8342;1,879737;254,9167;-58,43759;7,116482;370,2509;-125,9619;11,87047;431,8592;-188,9223;15,30102;484,0827;-270,9454;19,15821;214,8032;-34,02587;5,495443;490,0774;-74,91393;12,44844;654,0011;-132,629;17,96856;735,7361;-179,8748;21,33331;824,6343;-256,7292;25,837;0;0;0;0;0;0;-49,58438;-14,06336;-21,32086;-76,96079;-38,11311;8,880749;-94,96521;-56,1862;34,56026;0;0;0;0;0;0;-82,47756;2,235889;-14,59122;-126,2998;3,421783;-22,31061;-160,9726;4,356622;-28,36704;0;0;0;0;0;0;-66,39647;-0,459909;12,75659;-102,3259;-0,709534;19,6445;-131,6771;-0,914097;25,27168;0;0;0;0;0;0;-51,67437;1,356125;9,752511;-80,59501;2,11358;15,25104;-106,6217;2,793789;20,2024;0;0;0;0;0;0;-44,30866;0,647306;15,91086;-66,93362;0,977039;24,07014;-92,33092;1,344681;33,23793;10,43846;10,18148;8,978579;7,605407;29,30062;20,2666;66,4798;6,139769;10,16334;3,233677;3,790391;3,9888;-10,7738;3,532802;3,79839;3,9989;-10,60684;3,665434;4,367312;4,828117;-19,66272;3,568206;4,239793;4,996928;4,679489;12,19414;0;0;15,72166;-0,268636;0;0;11,43917;-0,059838;0;0;10,06811;-0,387483;0;-0,004864;11,3166;-0,421;0;-0,002346;280,7693;731,6481;0;0;943,2997;-16,11814;0;0;686,3502;-3,590297;0;0;604,0866;-23,24895;0;-0,291824;678,9962;-25,25997;0;-0,140762
3;48;00:00:00:048;0;0;0;3,323199;-0,452051;3,776386;4,695162;1,842631;7,711577;1,59054;2,925104;10,13274;-0,985176;3,604431;11,76239;2,204102;-0,189743;3,720297;1,939384;0,282196;11,2539;2,71045;0,735581;16,25633;3,154398;1,150699;18,89265;3,534322;1,625494;20,96041;0,762971;0,118157;3,650137;-0,279829;0,734407;11,10403;-1,436232;1,645027;16,54145;-2,022279;2,33471;19,45925;-2,466266;3,068974;21,82119;-0,557905;0,33221;3,590547;-2,283536;1,031423;10,27763;-3,280446;1,844033;15,0916;-3,793338;2,505522;17,7607;-4,207391;3,308919;20,13796;-1,833683;0,573359;3,530612;-4,202563;1,31315;8,895897;-5,588543;2,044873;12,54041;-6,265371;2,564606;14,38469;-6,981957;3,343633;16,43279;3,526533;2,642789;169,3003;-19,1155;-28,90405;-85,23213;47,36429;-28,90407;-85,23212;53,304;-29,15444;-84,8205;53,30402;-29,15445;-84,82051;3,146556;2,642789;169,3003;6,937253;-7,410832;167,1259;10,63207;-7,493392;167,8656;14,4925;-7,733353;168,8351;14,52294;-7,675135;168,608;3,183487;8,668144;169,6752;7,183148;13,37054;170,3715;10,52067;13,72665;168,4038;14,12014;14,26148;166,7596;14,17371;14,20825;166,9774;3,23766;15,22653;170,0976;6,875168;13,3168;168,4462;10,78216;13,75333;166,4842;14,65675;14,94725;162,6636;14,72637;14,8787;162,9342;3,389605;24,6049;170,7529;6,843236;22,2942;169,7227;10,40968;22,66948;167,9644;13,81682;23,81614;163,9527;13,9382;23,74809;164,2537;0;0;0;-410,6126;30,15618;-9,254269;-559,0456;-243,4063;-3,280163;-184,5555;-328,0046;7,072717;124,747;-373,605;14,82689;-274,4837;11,41385;-5,898691;-258,6512;-13,83506;-4,749834;-359,1225;-57,92954;-5,326688;-414,5801;-102,5247;-4,978806;-460,1882;-155,5876;-4,153937;-99,52079;-9,162888;-1,701325;10,64821;-43,07066;1,630604;143,1983;-118,1232;6,767124;212,4624;-182,672;10,2843;266,8735;-256,1747;13,79675;60,07101;-19,90745;1,86342;254,4743;-58,79889;7,05421;368,6931;-126,309;11,57248;429,6319;-189,2519;14,86829;481,2076;-271,2493;18,60264;214,6033;-34,38173;5,448974;489,6026;-75,71829;12,342;652,4976;-133,5614;17,55094;733,6755;-180,8661;20,75502;821,9055;-257,7776;25,07615;0;0;0;1,155853;47,19293;4,557073;-89,5872;63,19856;22,09601;-139,1523;1,431942;-10,47935;-171,5848;-48,95353;-37,75477;-2,220154;32,31494;2,928972;-17,94576;35,09921;2,199411;-113,3037;67,72971;13,03017;-166,2455;85,4938;18,65208;-210,0563;99,90477;22,94898;-6,17659;13,15784;0,859648;-23,69463;5,56451;-0,968277;-107,8191;5,508899;-18,88275;-155,9214;5,981683;-28,67281;-197,4506;6,810665;-36,77836;-8,904933;-4,394978;-0,979006;-26,54171;-21,67761;-3,736317;-93,47105;-20,82395;-17,8796;-133,6384;-19,77896;-25,96378;-172,5111;-18,23616;-33,33449;-11,99341;-21,35146;-2,788156;-28,48721;-48,26188;-6,38634;-90,20805;-55,94373;-25,0572;-123,6362;-59,48066;-34,69705;-163,7306;-62,90101;-45,6512;10,4377;10,18134;8,978876;7,605395;29,31038;20,28091;66,4798;6,139832;10,16949;3,233556;3,790391;3,988751;-10,77271;3,532802;3,79839;3,9989;-10,60699;3,665434;4,367312;4,828198;-19,64308;3,567547;4,239839;4,996928;0,585365;0,858765;0,000458;0,003805;0,369129;-0,007267;0;-0,002947;0,065746;0;0;0;-0,008926;0;0;0,004864;1,178284;-0,039525;0,002747;0;-245,6474;-680,1223;0,027466;0,22831;-921,152;15,68212;0;-0,176811;-682,4054;3,590297;0;0;-604,6222;23,24895;0;0,583649;-608,2992;22,88847;0,164795;0,140762
