Frame;Elapsed_Time_In_Milliseconds;Time;Thumb_CMC_Spread;Thumb_CMC_Flex;Thumb_PIP_Flex;Thumb_DIP_Flex;Index_MCP_Spread;Index_MCP_Flex;Index_PIP_Flex;Index_DIP_Flex;Middle_MCP_Spread;Middle_MCP_Flex;Middle_PIP_Flex;Middle_DIP_Flex;Ring_MCP_Spread;Ring_MCP_Flex;Ring_PIP_Flex;Ring_DIP_Flex;Pinky_MCP_Spread;Pinky_MCP_Flex;Pinky_PIP_Flex;Pinky_DIP_Flex;Thumb_CMC_Spread_AngularVelocity;Thumb_CMC_Flex_AngularVelocity;Thumb_PIP_Flex_AngularVelocity;Thumb_DIP_Flex_AngularVelocity;Index_MCP_Spread_AngularVelocity;Index_MCP_Flex_AngularVelocity;Index_PIP_Flex_AngularVelocity;Index_DIP_Flex_AngularVelocity;Middle_MCP_Spread_AngularVelocity;Middle_MCP_Flex_AngularVelocity;Middle_PIP_Flex_AngularVelocity;Middle_DIP_Flex_AngularVelocity;Ring_MCP_Spread_AngularVelocity;Ring_MCP_Flex_AngularVelocity;Ring_PIP_Flex_AngularVelocity;Ring_DIP_Flex_AngularVelocity;Pinky_MCP_Spread_AngularVelocity;Pinky_MCP_Flex_AngularVelocity;Pinky_PIP_Flex_AngularVelocity;Pinky_DIP_Flex_AngularVelocity;Thumb_CMC_Spread_AngularAcceleration;Thumb_CMC_Flex_AngularAcceleration;Thumb_PIP_Flex_AngularAcceleration;Thumb_DIP_Flex_AngularAcceleration;Index_MCP_Spread_AngularAcceleration;Index_MCP_Flex_AngularAcceleration;Index_PIP_Flex_AngularAcceleration;Index_DIP_Flex_AngularAcceleration;Middle_MCP_Spread_AngularAcceleration;Middle_MCP_Flex_AngularAcceleration;Middle_PIP_Flex_AngularAcceleration;Middle_DIP_Flex_AngularAcceleration;Ring_MCP_Spread_AngularAcceleration;Ring_MCP_Flex_AngularAcceleration;Ring_PIP_Flex_AngularAcceleration;Ring_DIP_Flex_AngularAcceleration;Pinky_MCP_Spread_AngularAcceleration;Pinky_MCP_Flex_AngularAcceleration;Pinky_PIP_Flex_AngularAcceleration;Pinky_DIP_Flex_AngularAcceleration
10;160;00:00:00:160;60,63804;-18,96554;68,09437;6,362638;3,609776;3,487228;5,022115;5,094853;-6,852345;83,55197;90,36117;81,89725;-12,07349;83,49255;60,52617;55,3155;-4,742021;23,4757;83,38433;76,18164;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11;176;00:00:00:176;60,63804;-18,96554;68,09437;6,33475;3,401106;3,036026;4,87564;4,963056;-6,852345;83,55197;90,65438;82,16109;-12,07349;83,49255;60,29169;55,10447;-4,626603;23,91486;83,8827;76,63074;0;0;0;-1,673269;-12,52021;-27,07213;-8,788462;-7,907867;0;0;17,59277;15,83038;0;0;-14,06845;-12,66197;6,925077;26,34956;29,90204;26,94626;0;0;0;-100,3961;-751,2124;-1624,328;-527,3077;-474,472;0;0;1055,566;949,8229;0;0;-844,1069;-759,7182;415,5046;1580,974;1794,122;1616,775
12;192;00:00:00:192;60,63804;-18,96554;68,09437;6,33475;3,291939;2,798763;4,787738;4,883911;-6,852345;83,55197;90,59573;82,10835;-12,07349;83,49255;60,29169;55,10447;-4,618128;24,24265;83,47229;76,2609;0;0;0;0;-6,549997;-14,23581;-5,274124;-4,748668;0;0;-3,518829;-3,164978;0;0;0;0;0,508518;19,66781;-24,62448;-22,19055;0;0;0;100,3961;358,2126;770,1793;210,8603;189,5519;0;0;-1266,696;-1139,722;0;0;844,1069;759,7182;-384,9935;-400,9048;-3271,591;-2948,208
13;208;00:00:00:208;60,63804;-18,96554;68,09437;6,33475;3,280441;2,685257;4,699863;4,80477;-6,852345;83,55197;90,47845;82,00278;-12,07349;83,49255;60,29169;55,10447;-4,509238;24,30701;83,44298;76,23447;0;0;0;0;-0,689893;-6,81035;-5,272521;-4,748439;0;0;-7,036743;-6,333618;0;0;0;0;6,533403;3,861236;-1,758728;-1,586151;0;0;0;0;351,6062;445,5273;0,09613;0,013733;0;0;-211,0748;-190,1184;0;0;0;0;361,4931;-948,3947;1371,945;1236,264
14;224;00:00:00:224;60,63804;-18,96554;68,09437;6,33475;3,142923;2,600679;4,670554;4,778482;-6,852345;83,55197;90,30253;81,84451;-12,07349;83,49255;60,29169;55,10447;-4,517266;24,51845;83,64816;76,41939;0;0;0;0;-8,251076;-5,074653;-1,758528;-1,577282;0;0;-10,55557;-9,496306;0;0;0;0;-0,48171;12,68623;12,3111;11,09527;0;0;0;0;-453,671;104,1418;210,8396;190,2694;0;0;-211,1297;-189,7613;0;0;0;0;-420,9068;529,4998;844,1893;760,8855
15;240;00:00:00:240;60,63804;-18,96554;68,09437;6,279134;2,890289;2,536207;4,670512;4,778441;-6,852345;83,55197;90,30253;81,84451;-12,07349;83,49255;60,29169;55,10447;-4,54351;24,684;84,469;77,15911;0;0;0;-3,336925;-15,15806;-3,868317;-0,002518;-0,00246;0;0;0;0;0;0;0;0;-1,57465;9,933356;49,25033;44,38339;0;0;0;-200,2155;-414,4188;72,38014;105,3606;94,48927;0;0;633,3343;569,7784;0;0;0;0;-65,57635;-165,1726;2216,354;1997,287
16;256;00:00:00:256;60,63804;-18,96554;68,09437;6,279134;2,806655;2,492301;4,670512;4,778441;-6,852345;83,55197;90,30253;81,84451;-12,07349;83,49255;60,29169;55,10447;-4,387179;24,72235;85,08465;77,71391;0;0;0;0;-5,018034;-2,634415;0;0;0;0;0;0;0;0;0;0;9,379891;2,300949;36,93878;33,28812;0;0;0;200,2155;608,4013;74,03411;0,151062;0,147629;0;0;0;0;0;0;0;0;657,2725;-457,9444;-738,6932;-665,7163
17;272;00:00:00:272;60,63804;-18,96554;68,09437;6,279134;2,703419;2,408266;4,582617;4,699321;-6,852345;83,55197;90,30253;81,84451;-12,07349;83,49255;60,70201;55,47378;-4,391551;24,86324;86,9022;79,352;0;0;0;0;-6,194157;-5,042066;-5,273723;-4,747209;0;0;0;0;0;0;24,61944;22,15896;-0,262356;8,453522;109,053;98,28506;0;0;0;0;-70,56741;-144,459;-316,4234;-284,8325;0;0;0;0;0;0;1477,167;1329,538;-578,5348;369,1544;4326,855;3899,816
18;288;00:00:00:288;60,63804;-18,96554;68,09437;6,279134;2,49928;2,193388;4,494706;4,620206;-6,852345;83,55197;89,86272;81,44875;-12,07349;83,49255;61,2589;55,97501;-4,420003;25,02888;88,80774;81,06948;0;0;0;0;-12,24834;-12,89268;-5,274639;-4,746923;0;0;-26,38824;-23,74603;0;0;33,41331;30,07393;-1,707115;9,938163;114,3324;103,049;0;0;0;0;-363,2509;-471,037;-0,054932;0,017166;0;0;-1583,294;-1424,762;0;0;527,6322;474,8977;-86,68555;89,07846;316,7633;285,8368
19;304;00:00:00:304;60,63804;-18,96554;68,09437;6,195618;2,56002;2,175379;4,494706;4,620248;-6,852345;83,55197;89,7161;81,31684;-12,07349;83,49255;61,61062;56,29159;-4,29947;25,06923;89,77518;81,94149;0;0;0;-5,010995;3,644414;-1,080551;0;0,002546;0;0;-8,797302;-7,914276;0;0;21,10313;18,99444;7,231979;2,421112;58,04626;52,32055;0;0;0;-300,6597;953,5651;708,7279;316,4783;284,9681;0;0;1055,456;949,9053;0;0;-738,6109;-664,7689;536,3456;-451,023;-3377,169;-3043,707
20;320;00:00:00:320;60,63804;-18,96554;68,09437;6,195618;2,501942;2,076223;4,406823;4,541096;-6,852345;83,55197;89,7161;81,31684;-12,07349;83,49255;61,93303;56,58179;-4,326988;25,11759;90,59602;82,6814;0;0;0;0;-3,484726;-5,949354;-5,273008;-4,749155;0;0;0;0;0;0;19,34463;17,41219;-1,651068;2,90142;49,25033;44,39437;0;0;0;300,6597;-427,7484;-292,1281;-316,3805;-285,1021;0;0;527,8381;474,8565;0;0;-105,5099;-94,93549;-532,9828;28,81851;-527,7557;-475,5706
21;336;00:00:00:336;60,63804;-18,96554;68,09437;6,195618;2,379404;1,741475;4,260299;4,409222;-6,852345;83,55197;89,89203;81,47514;-12,07349;83,49255;62,78304;57,3469;-4,382533;25,23781;92,06184;84,0027;0;0;0;0;-7,352285;-20,08487;-8,791437;-7,912416;0;0;10,55557;9,498137;0;0;51,00036;45,90683;-3,332691;7,213096;87,94967;79,27825;0;0;0;0;-232,0535;-848,1311;-211,1057;-189,7957;0;0;633,3343;569,8882;0;0;1899,344;1709,678;-100,8974;258,7005;2321,96;2093,032
22;352;00:00:00:352;60,63804;-18,96554;68,09437;6,195618;2,379404;1,741475;4,260299;4,409222;-6,852345;83,55197;89,89203;81,47514;-12,07349;83,49255;62,78304;57,3469;-4,382533;25,23781;92,06184;84,0027;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;441,1371;1205,092;527,4862;474,7449;0;0;-633,3343;-569,8882;0;0;-3060,021;-2754,409;199,9614;-432,7857;-5276,98;-4756,695
23;368;00:00:00:368;60,63804;-18,96554;68,09437;6,16774;2,431319;1,14961;4,230961;4,382891;-6,852345;83,55197;90,06796;81,63342;-12,07349;83,49255;62,90028;57,45243;-4,480652;25,36039;91,94457;83,897;0;0;0;-1,67264;3,114896;-35,5119;-1,760273;-1,579885;0;0;10,55603;9,496306;0;0;7,034683;6,331558;-5,887126;7,354888;-7,036285;-6,342315;0;0;0;-100,3584;186,8937;-2130,714;-105,6164;-94,79311;0;0;633,3618;569,7784;0;0;422,0809;379,8934;-353,2276;441,2933;-422,1771;-380,5389
24;384;00:00:00:384;60,63804;-18,96554;68,09437;6,195618;2,453995;0,848345;4,172417;4,330155;-6,852345;83,55197;90,24389;81,79173;-12,07349;83,49255;63,10544;57,63713;-4,632189;25,46258;91,32894;83,34203;0;0;0;1,67264;1,360617;-18,07589;-3,512649;-3,164119;0;0;10,55557;9,498595;0;0;12,30949;11,082;-9,092216;6,131629;-36,93786;-33,29819;0;0;0;200,7168;-105,2567;1046,161;-105,1426;-95,05404;0;0;-0,027466;0,137329;0;0;316,4886;285,0265;-192,3054;-73,39553;-1794,095;-1617,352
25;400;00:00:00:400;60,63804;-18,96554;68,09437;6,195618;2,453995;0,848345;4,172417;4,330155;-6,852345;83,55197;90,24389;81,79173;-12,07349;83,49255;63,10544;57,63713;-4,632189;25,46258;91,32894;83,34203;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-100,3584;-81,63699;1084,553;210,7589;189,8472;0;0;-633,3343;-569,9157;0;0;-738,5695;-664,9199;545,533;-367,8977;2216,272;1997,891
26;416;00:00:00:416;60,63804;-18,96554;68,09437;6,16774;2,257761;0,386137;4,055213;4,224707;-6,852345;83,55197;90,44913;81,97642;-12,07349;83,49255;63,60374;58,08567;-4,638865;25,53328;90,5667;82,65496;0;0;0;-1,67264;-11,77407;-27,7325;-7,032222;-6,326923;0;0;12,3143;11,08154;0;0;29,89792;26,91238;-0,4006;4,242096;-45,73425;-41,2239;0;0;0;-100,3584;-706,444;-1663,95;-421,9333;-379,6154;0;0;738,8579;664,8925;0;0;1793,875;1614,743;-24,03602;254,5257;-2744,055;-2473,434
27;432;00:00:00:432;60,63804;-18,96554;68,09437;6,16774;2,067343;0,102792;3,879392;4,066497;-6,852345;83,55197;90,68372;82,18748;-12,07349;83,49255;64,39516;58,7981;-4,783195;25,61179;89,86311;82,02077;0;0;0;0;-11,42508;-17,00067;-10,54928;-9,492558;0;0;14,07532;12,66357;0;0;47,48497;42,74551;-8,659744;4,710502;-42,21588;-38,05114;0;0;0;100,3584;20,93925;643,9097;-211,0233;-189,9381;0;0;105,661;94,92187;0;0;1055,223;949,9876;-495,5486;28,10437;211,1023;190,3656
28;448;00:00:00:448;60,63804;-18,96554;68,09437;6,112055;1,933708;0,019782;3,791476;3,987327;-6,852345;83,55197;90,77167;82,26664;-12,07349;83,49255;64,57103;58,95641;-4,735407;25,60907;89,86311;82,02077;0;0;0;-3,341131;-8,018095;-4,980584;-5,274968;-4,750242;0;0;5,277099;4,749755;0;0;10,55237;9,498595;2,86726;-0,163193;0;-0,000458;0;0;0;-200,4678;204,4191;721,2053;316,4586;284,539;0;0;-527,893;-474,829;0;0;-2215,956;-1994,815;691,6202;-292,4217;2532,953;2283,041
29;464;00:00:00:464;60,63804;-18,96554;68,09437;6,112055;1,815961;-0,076617;3,762183;3,960964;-6,852345;83,55197;90,88895;82,37218;-12,07349;83,49255;64,71758;59,08836;-4,758064;25,65725;89,42336;81,62441;0;0;0;0;-7,064802;-5,783941;-1,757569;-1,581745;0;0;7,036743;6,332244;0;0;8,793182;7,91748;-1,359415;2,890777;-26,38458;-23,78128;0;0;0;200,4678;57,19757;-48,20142;211,0439;190,1098;0;0;105,5786;94,94933;0;0;-105,5511;-94,86691;-253,6005;183,2382;-1583,075;-1426,849
30;480;00:00:00:480;60,63804;-18,96554;68,09437;6,112055;1,604009;-0,44937;3,61563;3,829145;-6,852345;83,55197;91,32876;82,7679;-12,07349;83,49255;65,06932;59,405;-4,912389;25,61922;88,66116;80,93736;0;0;0;0;-12,71716;-22,36517;-8,793168;-7,909154;0;0;26,3887;23,74328;0;0;21,10428;18,99811;-9,2595;-2,281609;-45,73242;-41,22299;0;0;0;0;-339,1415;-994,8739;-422,1359;-379,6445;0;0;1161,117;1044,662;0;0;738,6656;664,8375;-474,0051;-310,3431;-1160,87;-1046,503
31;496;00:00:00:496;60,63804;-18,96554;68,09437;6,112055;1,604009;-0,44937;3,61563;3,829145;-6,852345;83,55197;91,32876;82,7679;-12,07349;83,49255;65,06932;59,405;-4,912389;25,61922;88,66116;80,93736;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;763,0296;1341,91;527,59;474,5493;0;0;-1583,322;-1424,597;0;0;-1266,257;-1139,886;555,5699;136,8965;2743,945;2473,379
32;512;00:00:00:512;60,63804;-18,96554;68,09437;6,112055;1,314029;-0,884702;3,505819;3,730194;-6,852345;83,55197;91,85654;83,24282;-12,07349;83,49255;65,42107;59,72165;-5,001278;25,6244;87,51782;79,90688;0;0;0;0;-17,39877;-26,11994;-6,588649;-5,937066;0;0;31,66672;28,49533;0;0;21,10473;18,99925;-5,333375;0,310822;-68,60001;-61,82876;0;0;0;0;-1043,926;-1567,196;-395,3189;-356,2239;0;0;1900,003;1709,72;0;0;1266,284;1139,955;-320,0025;18,64929;-4116;-3709,726
33;528;00:00:00:528;60,63804;-18,96554;68,09437;6,112055;1,030786;-1,0752;3,505763;3,730246;-6,852345;83,55197;92,17907;83,53303;-12,07349;83,49255;65,56763;59,85361;-5,204319;25,6364;87,16604;79,58981;0;0;0;0;-16,99459;-11,42989;-0,003347;0,003147;0;0;19,35196;17,41241;0;0;8,79364;7,91748;-12,18244;0,719604;-21,10702;-19,0242;0;0;0;0;24,25094;881,4028;395,1181;356,4128;0;0;-738,8854;-664,9749;0;0;-738,6656;-664,9062;-410,9435;24,52697;2849,579;2568,274
34;544;00:00:00:544;60,63804;-18,96554;68,09437;6,112055;0,700255;-1,248195;3,505819;3,730194;-6,852345;83,55197;92,38432;83,71772;-12,07349;83,49255;65,59695;59,87999;-5,16327;25,63396;86,99014;79,43127;0;0;0;0;-19,83188;-10,37968;0,003347;-0,003147;0;0;12,31476;11,08154;0;0;1,759186;1,582718;2,46294;-0,14637;-10,55374;-9,512328;0;0;0;0;-170,2374;63,01305;0,401688;-0,377655;0;0;-422,232;-379,8523;0;0;-422,0673;-380,0857;878,7225;-51,95846;633,197;570,7122
35;560;00:00:00:560;60,63804;-18,96554;68,09437;6,112055;0,700255;-1,248195;3,505819;3,730194;-6,852345;83,55197;92,38432;83,71772;-12,07349;83,49255;65,59695;59,87999;-5,16327;25,63396;86,99014;79,43127;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1189,913;622,7805;-0,200844;0,188828;0;0;-738,8854;-664,8925;0;0;-105,5511;-94,96306;-147,7764;8,782195;633,2244;570,7397
36;576;00:00:00:576;60,63804;-18,96554;68,09437;6,112055;0,586174;-1,500896;3,505819;3,730246;-6,852345;83,55197;92,7948;84,0871;-12,07349;83,49255;65,7435;60,01194;-5,320308;25,64338;85,81755;78,3744;0;0;0;0;-6,844811;-15,16205;0;0,003147;0;0;24,62906;22,16308;0;0;8,793182;7,916793;-9,422292;0,565338;-70,35553;-63,41217;0;0;0;0;-410,6886;-909,7228;0;0,188828;0;0;1477,743;1329,785;0;0;527,5909;475,0076;-565,3375;33,92029;-4221,332;-3804,73
37;592;00:00:00:592;60,63804;-18,96554;68,09437;6,112055;0,403483;-1,736861;3,505763;3,730194;-6,852345;83,55197;92,85344;84,13986;-12,07349;83,49255;65,80213;60,06473;-5,361474;25,64588;85,40713;78,00454;0;0;0;0;-10,96148;-14,15795;-0,003347;-0,003147;0;0;3,518371;3,165436;0;0;3,517914;3,167724;-2,469921;0,149689;-24,62539;-22,19192;0;0;0;0;-247,0002;60,24582;-0,200844;-0,377655;0;0;-1266,641;-1139,859;0;0;-316,5161;-284,9441;417,1422;-24,93896;2743,808;2473,215
38;608;00:00:00:608;60,63804;-18,96554;68,09437;6,112055;0,50513;-1,729296;3,505819;3,730194;-6,852345;83,55197;92,97073;84,24539;-12,07349;83,49255;66,00732;60,24946;-5,409214;25,64879;84,469;77,15914;0;0;0;0;6,098801;0,453944;0,003347;0;0;0;7,0372;6,331787;0;0;12,3111;11,08383;-2,864427;0,174637;-56,28753;-50,72387;0;0;0;0;1023,617;876,7136;0,401688;0,188828;0;0;211,1297;189,981;0;0;527,5909;474,9664;-23,67039;1,496887;-1899,728;-1711,917
39;624;00:00:00:624;60,63804;-18,96554;68,09437;6,112055;0,433862;-1,76536;3,505763;3,730246;-6,852345;83,55197;93,02937;84,29816;-12,07349;83,49255;66,09525;60,32862;-5,423975;25,64969;84,14655;76,86851;0;0;0;0;-4,276083;-2,163842;-0,003347;0,003147;0;0;3,518371;3,166351;0;0;5,275726;4,749755;-0,88563;0,054016;-19,34692;-17,43805;0;0;0;0;-622,493;-157,0671;-0,401688;0,188828;0;0;-211,1297;-189,9261;0;0;-422,1221;-380,0445;118,7279;-7,237243;2216,437;1997,149
40;640;00:00:00:640;60,63804;-18,96554;68,09437;6,056377;0,039565;-1,880136;3,505763;3,730194;-6,852345;83,55197;93,20529;84,45647;-12,07349;83,49255;66,21251;60,43418;-5,485301;25,65346;83,73612;76,49865;0;0;0;-3,340673;-23,65782;-6,886546;0;-0,003147;0;0;10,55557;9,498137;0;0;7,035827;6,33316;-3,679619;0,226135;-24,62585;-22,19147;0;0;0;-200,4404;-1162,904;-283,3622;0,200844;-0,377655;0;0;422,232;379,9072;0;0;105,6061;95,00426;-167,6393;10,32715;-316,7358;-285,205
41;656;00:00:00:656;60,63804;-18,96554;68,09437;6,056377;0,185575;-1,853719;3,505763;3,730246;-6,852345;83,55197;93,29325;84,53561;-12,07349;83,49255;66,27113;60,48696;-5,510787;25,65504;83,61888;76,39297;0;0;0;0;8,760612;1,584999;0;0,003147;0;0;5,277557;4,74884;0;0;3,516998;3,167038;-1,529102;0,094757;-7,034454;-6,340484;0;0;0;200,4404;1945,106;508,2927;0;0,377655;0;0;-316,6809;-284,9579;0;0;-211,1297;-189,9673;129,031;-7,882689;1055,484;951,0588
42;672;00:00:00:672;60,63804;-18,96554;68,09437;6,056377;0,079129;-2,129092;3,505763;3,730299;-6,852345;83,55197;93,61579;84,82583;-12,07349;83,49255;66,50564;60,69807;-5,587494;25,65977;83,32572;76,12878;0;0;0;0;-6,386731;-16,52238;0;0,003161;0;0;19,35242;17,41287;0;0;14,07074;12,66678;-4,60247;0,284386;-17,58957;-15,85144;0;0;0;0;-908,8406;-1086,443;0;0,000858;0;0;844,4915;759,8419;0;0;633,2244;569,9844;-184,4021;11,37772;-633,3069;-570,6573
