Frame;Elapsed_Time_In_Milliseconds;Time;Thumb_CMC_Spread;Thumb_CMC_Flex;Thumb_PIP_Flex;Thumb_DIP_Flex;Index_MCP_Spread;Index_MCP_Flex;Index_PIP_Flex;Index_DIP_Flex;Middle_MCP_Spread;Middle_MCP_Flex;Middle_PIP_Flex;Middle_DIP_Flex;Ring_MCP_Spread;Ring_MCP_Flex;Ring_PIP_Flex;Ring_DIP_Flex;Pinky_MCP_Spread;Pinky_MCP_Flex;Pinky_PIP_Flex;Pinky_DIP_Flex;Thumb_CMC_Spread_AngularVelocity;Thumb_CMC_Flex_AngularVelocity;Thumb_PIP_Flex_AngularVelocity;Thumb_DIP_Flex_AngularVelocity;Index_MCP_Spread_AngularVelocity;Index_MCP_Flex_AngularVelocity;Index_PIP_Flex_AngularVelocity;Index_DIP_Flex_AngularVelocity;Middle_MCP_Spread_AngularVelocity;Middle_MCP_Flex_AngularVelocity;Middle_PIP_Flex_AngularVelocity;Middle_DIP_Flex_AngularVelocity;Ring_MCP_Spread_AngularVelocity;Ring_MCP_Flex_AngularVelocity;Ring_PIP_Flex_AngularVelocity;Ring_DIP_Flex_AngularVelocity;Pinky_MCP_Spread_AngularVelocity;Pinky_MCP_Flex_AngularVelocity;Pinky_PIP_Flex_AngularVelocity;Pinky_DIP_Flex_AngularVelocity;Thumb_CMC_Spread_AngularAcceleration;Thumb_CMC_Flex_AngularAcceleration;Thumb_PIP_Flex_AngularAcceleration;Thumb_DIP_Flex_AngularAcceleration;Index_MCP_Spread_AngularAcceleration;Index_MCP_Flex_AngularAcceleration;Index_PIP_Flex_AngularAcceleration;Index_DIP_Flex_AngularAcceleration;Middle_MCP_Spread_AngularAcceleration;Middle_MCP_Flex_AngularAcceleration;Middle_PIP_Flex_AngularAcceleration;Middle_DIP_Flex_AngularAcceleration;Ring_MCP_Spread_AngularAcceleration;Ring_MCP_Flex_AngularAcceleration;Ring_PIP_Flex_AngularAcceleration;Ring_DIP_Flex_AngularAcceleration;Pinky_MCP_Spread_AngularAcceleration;Pinky_MCP_Flex_AngularAcceleration;Pinky_PIP_Flex_AngularAcceleration;Pinky_DIP_Flex_AngularAcceleration
11;176;00:00:00:176;34,74142;4,491781;68,09438;20,115;-3,081023;73,03155;103,5072;93,73033;-6,852345;83,55197;103,5775;93,78994;-12,07349;83,49255;103,3226;93,87175;-13,368;83,17043;103,312;94,14545;16,84204;-7,14323;0,000458;-73,49395;7,121629;37,77694;0;0;0;0;0;0;0;0;0;0;0;0;0;0;510,5758;-219,2785;0,054932;2605,785;-149,8844;-248,6481;0,027466;0;0;0;0;0;0;0;0;0;0;0;0;0
12;192;00:00:00:192;34,92748;4,412159;68,09437;18,66738;-2,898135;73,96453;103,5072;93,73033;-6,852345;83,55197;103,5775;93,78994;-12,07349;83,49255;103,3226;93,87175;-13,368;83,17043;103,312;94,14545;11,16348;-4,777307;-0,000458;-86,8571;10,97325;55,979;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-340,7135;141,9554;-0,054932;-801,7891;231,0974;1092,123;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13;208;00:00:00:208;34,92748;4,412159;68,09437;18,66738;-2,898135;73,96453;103,5072;93,73033;-6,852345;83,55197;103,5775;93,78994;-12,07349;83,49255;103,3226;93,87175;-13,368;83,17043;103,312;94,14545;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-669,8088;286,6384;0,027466;5211,426;-658,3951;-3358,74;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14;224;00:00:00:224;35,22789;4,281812;68,09438;18,0271;-2,804003;74,66529;103,5072;93,73034;-6,852345;83,55197;103,5775;93,78994;-12,07349;83,49255;103,3226;93,87175;-13,368;83,17043;103,312;94,14545;18,0249;-7,820835;0,000458;-38,41724;5,647888;42,04559;0,000458;0,000458;0;0;0;0;0;0;0;0;0;0;0;0;1081,494;-469,2501;0,027466;-2305,034;338,8732;2522,735;0,027466;0,027466;0;0;0;0;0;0;0;0;0;0;0;0
15;240;00:00:00:240;35,5515;4,138608;68,09438;17,16409;-2,643898;75,85699;103,5072;93,73035;-6,852345;83,55197;103,5775;93,78994;-12,07349;83,49255;103,3226;93,87175;-13,368;83,17043;103,312;94,14545;19,4165;-8,592224;0;-51,78062;9,606298;71,50177;0;0,000916;0;0;0;0;0;0;0;0;0;0;0;0;83,49597;-46,28337;-0,027466;-801,8028;237,5046;1767,371;-0,027466;0,027466;0;0;0;0;0;0;0;0;0;0;0;0
16;256;00:00:00:256;35,652;4,093882;65,87054;16,77434;-2,591859;76,39483;103,5072;93,73034;-6,852345;83,55197;103,5775;93,78994;-12,07349;83,49255;103,3226;93,87175;-13,368;83,17043;103,312;94,14545;6,03012;-2,683582;-133,4299;-23,38474;3,122377;32,27051;-0,000458;-0,000916;0;0;0;0;0;0;0;0;0;0;0;0;-803,1829;354,5185;-8005,792;1703,753;-389,0352;-2353,875;-0,027466;-0,109863;0;0;0;0;0;0;0;0;0;0;0;0
17;272;00:00:00:272;35,87725;3,992446;65,08961;16,66297;-2,563077;76,65202;103,5072;93,73033;-6,852345;83,55197;103,5775;93,78994;-12,07349;83,49255;103,3226;93,87175;-13,368;83,17043;103,312;94,14545;13,51501;-6,086125;-46,85623;-6,681976;1,726913;15,43167;0,000458;-0,000458;0;0;0;0;0;0;0;0;0;0;0;0;449,0936;-204,1526;5194,418;1002,166;-83,72782;-1010,33;0,054932;0,027466;0;0;0;0;0;0;0;0;0;0;0;0
18;288;00:00:00:288;35,96332;3,953576;64,02293;16,49594;-2,521967;76,97932;103,5072;93,73034;-6,852345;83,55197;103,5775;93,78994;-12,07349;83,49255;103,3226;93,87175;-13,368;83,17043;103,312;94,14545;5,163803;-2,332191;-64,0004;-10,0217;2,466588;19,6376;-0,000458;0,000458;0;0;0;0;0;0;0;0;0;0;0;0;-501,0726;225,236;-1028,65;-200,3837;44,38047;252,3559;-0,054932;0,054932;0;0;0;0;0;0;0;0;0;0;0;0
19;304;00:00:00:304;36,08018;3,900149;61,64199;16,38462;-2,441922;77,49355;103,5072;93,73035;-6,852345;83,55197;103,5775;93,78994;-12,07349;83,49255;103,3226;93,87175;-13,368;83,17043;103,312;94,14545;7,011566;-3,205647;-142,8564;-6,679687;4,802713;30,85373;0,000458;0,000458;0;0;0;0;0;0;0;0;0;0;0;0;110,8658;-52,40736;-4731,358;200,521;140,1675;672,9675;0,054932;0;0;0;0;0;0;0;0;0;0;0;0;0
20;320;00:00:00:320;36,26351;3,815844;60,84199;16,30109;-2,422932;77,65725;103,5072;93,73033;-6,852345;83,55197;103,5775;93,78994;-12,07349;83,49255;103,3226;93,87175;-13,368;83,17043;103,312;94,14545;11,00006;-5,058288;-48,00041;-5,011482;1,139402;9,822234;-0,000458;-0,000916;0;0;0;0;0;0;0;0;0;0;0;0;239,3096;-111,1584;5691,357;100,0923;-219,7986;-1261,89;-0,054932;-0,082397;0;0;0;0;0;0;0;0;0;0;0;0
21;336;00:00:00:336;36,48919;3,711081;58,7277;16,30109;-2,367529;78,12502;103,5072;93,73033;-6,852345;83,55197;103,5775;93,78994;-12,07349;83,49255;103,3226;93,87175;-13,368;83,17043;103,312;94,14545;13,54065;-6,285796;-126,8571;0;3,324194;28,06595;0;0;0;0;0;0;0;0;0;0;0;0;0;0;152,4353;-73,65045;-4731,399;300,6889;131,0875;1094,623;0,027466;0,054932;0;0;0;0;0;0;0;0;0;0;0;0
22;352;00:00:00:352;36,61519;3,652009;57,94675;16,30109;-2,334813;78,38229;103,5072;93,73034;-6,852345;83,55197;103,5775;93,78994;-12,07349;83,49255;103,3226;93,87175;-13,368;83,17043;103,312;94,14545;7,560195;-3,544321;-46,85714;0;1,962933;15,43671;0;0,000458;0;0;0;0;0;0;0;0;0;0;0;0;-358,8271;164,4885;4799,995;0;-81,67561;-757,7544;0;0,027466;0;0;0;0;0;0;0;0;0;0;0;0
23;368;00:00:00:368;36,70191;3,61111;57,41342;16,30109;-2,328517;78,42908;103,5072;93,73034;-6,852345;83,55197;103,5775;93,78994;-12,07349;83,49255;103,3226;93,87175;-13,368;83,17043;103,312;94,14545;5,202941;-2,453913;-31,99974;0;0,377741;2,807464;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-141,4352;65,42444;891,4442;0;-95,11155;-757,7545;0;-0,027466;0;0;0;0;0;0;0;0;0;0;0;0
24;384;00:00:00:384;36,72169;3,601702;56,61341;16,30108;-2,318915;78,56949;103,5072;93,73033;-6,852345;83,55197;103,5775;93,78994;-12,07349;83,49255;103,3226;93,87175;-13,368;83,17043;103,312;94,14545;1,186981;-0,56448;-48,00041;-0,000687;0,576124;8,424225;0,000458;-0,000458;0;0;0;0;0;0;0;0;0;0;0;0;-240,9576;113,366;-960,0401;-0,041199;11,903;337,0056;0,027466;-0,027466;0;0;0;0;0;0;0;0;0;0;0;0
25;400;00:00:00:400;36,72144;3,601842;56,09912;16,30108;-2,304607;78,70987;103,5072;93,73035;-6,852345;83,55197;103,5775;93,78994;-12,07349;83,49255;103,3226;93,87175;-13,368;83,17043;103,312;94,14545;-0,014877;0,008397;-30,85785;0;0,858507;8,422852;0;0,000916;0;0;0;0;0;0;0;0;0;0;0;0;-72,1115;34,37262;1028,554;0,041199;16,94298;-0,082397;-0,027466;0,082397;0;0;0;0;0;0;0;0;0;0;0;0
26;416;00:00:00:416;36,88337;3,525013;55,5658;16,30108;-2,273914;79,01404;103,5072;93,73035;-6,852345;83,55197;103,5775;93,78994;-12,07349;83,49255;103,3226;93,87175;-13,368;83,17043;103,312;94,14545;9,715804;-4,609723;-31,99928;0;1,841569;18,25012;-0,000458;0;0;0;0;0;0;0;0;0;0;0;0;0;583,8409;-277,0872;-68,48602;0;58,9837;589,6362;-0,027466;-0,054932;0;0;0;0;0;0;0;0;0;0;0;0
27;432;00:00:00:432;36,92747;3,503806;55,03247;16,30107;-2,248118;79,20117;103,5072;93,73035;-6,852345;83,55197;103,5775;93,78994;-12,07349;83,49255;103,3226;93,87175;-13,368;83,17043;103,312;94,14545;2,646103;-1,272468;-31,99974;-0,000801;1,547756;11,22803;0,000458;0;0;0;0;0;0;0;0;0;0;0;0;0;-424,1821;200,2352;-0,027466;-0,048065;-17,62877;-421,3257;0,054932;0;0;0;0;0;0;0;0;0;0;0;0;0
28;448;00:00:00:448;37,01367;3,462776;54,23246;16,30109;-2,164465;80,09052;103,5072;93,73033;-6,852345;83,55197;103,5775;93,78994;-12,07349;83,49255;103,3226;93,87175;-13,368;83,17043;103,312;94,14545;5,171585;-2,461796;-48,00041;0,001488;5,019178;53,36105;-0,000458;-0,000916;0;0;0;0;0;0;0;0;0;0;0;0;151,5289;-71,35963;-960,0401;0,137329;208,2853;2527,981;-0,054932;-0,054932;0;0;0;0;0;0;0;0;0;0;0;0
29;464;00:00:00:464;37,20241;3,371533;54,23246;16,30109;-2,138905;80,41824;103,5072;93,73033;-6,852345;83,55197;103,5775;93,78994;-12,07349;83,49255;103,3226;93,87175;-13,368;83,17043;103,312;94,14545;11,32439;-5,474567;0;0;1,533594;19,66278;0,000458;0;0;0;0;0;0;0;0;0;0;0;0;0;369,168;-180,7663;2880,024;-0,089264;-209,135;-2021,896;0,054932;0,054932;0;0;0;0;0;0;0;0;0;0;0;0
30;480;00:00:00:480;37,20967;3,368172;53,71819;16,30109;-2,111647;80,98024;103,5072;93,73034;-6,852345;83,55197;103,5775;93,78994;-12,07349;83,49255;103,3226;93,87175;-13,368;83,17043;103,312;94,14545;0,435562;-0,201674;-30,85647;0;1,635504;33,72025;-0,000916;0,000458;0;0;0;0;0;0;0;0;0;0;0;0;-653,3294;316,3736;-1851,388;0;6,114578;843,4479;-0,082397;0,027466;0;0;0;0;0;0;0;0;0;0;0;0
31;496;00:00:00:496;37,2659;3,340818;53,18484;16,30109;-2,063079;82,24491;103,5072;93,73034;-6,852345;83,55197;103,5775;93,78994;-12,07349;83,49255;103,3226;93,87175;-13,368;83,17043;103,312;94,14545;3,373718;-1,641226;-32,00043;0;2,914095;75,88027;0,000916;0;0;0;0;0;0;0;0;0;0;0;0;0;176,2894;-86,37313;-68,6372;0;76,71546;2529,602;0,109863;-0,027466;0;0;0;0;0;0;0;0;0;0;0;0
32;512;00:00:00:512;37,4965;3,227891;53,18484;16,30107;-2,05195;82,7134;103,5072;93,73035;-6,852345;83,55197;103,5775;93,78994;-12,07349;83,49255;103,3226;93,87175;-13,368;83,17043;103,312;94,14545;13,83636;-6,775617;0;-0,001488;0,667748;28,10943;-0,000458;0,000458;0;0;0;0;0;0;0;0;0;0;0;0;627,7587;-308,0635;1920,026;-0,089264;-134,7808;-2866,25;-0,082397;0,027466;0;0;0;0;0;0;0;0;0;0;0;0
33;528;00:00:00:528;37,70984;3,122469;52,65152;14,2967;-2,049086;83,3928;103,5072;93,73035;-6,852345;83,55197;103,5775;93,78994;-12,07349;83,49255;103,3226;93,87175;-13,368;83,17043;103,312;94,14545;12,79999;-6,325335;-31,99951;-120,2621;0,17179;40,76385;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-62,18261;27,01692;-1919,97;-7215,638;-29,7575;759,265;0,027466;-0,027466;0;0;0;0;0;0;0;0;0;0;0;0
34;544;00:00:00:544;37,79696;3,078984;52,91818;13,01613;-2,049373;83,41036;103,5072;93,73033;-6,852345;83,55197;103,5775;93,78994;-12,07349;83,49255;103,3226;93,87175;-13,368;83,17043;103,312;94,14545;5,227432;-2,609052;15,99975;-76,8342;-0,01718;1,053772;0;-0,000916;0;0;0;0;0;0;0;0;0;0;0;0;-454,3533;222,9769;2879,956;2605,675;-11,33823;-2382,605;0;-0,054932;0;0;0;0;0;0;0;0;0;0;0;0
35;560;00:00:00:560;37,79696;3,078984;52,91818;13,01613;-2,049373;83,41036;103,5072;93,73033;-6,852345;83,55197;103,5775;93,78994;-12,07349;83,49255;103,3226;93,87175;-13,368;83,17043;103,312;94,14545;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-313,6459;156,5431;-959,9852;4610,052;1,030827;-63,22631;0;0,054932;0;0;0;0;0;0;0;0;0;0;0;0
36;576;00:00:00:576;38,0116;2,971071;53,71818;11,95822;-2,049373;83,41036;103,5072;93,73033;-6,852345;83,55197;103,5775;93,78994;-12,07349;83,49255;103,3226;93,87175;-13,368;83,17043;103,312;94,14545;12,87849;-6,474838;47,99995;-63,47471;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;772,7095;-388,4902;2879,997;-3808,482;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
37;592;00:00:00:592;38,19211;2,879474;55,03247;11,03956;-2,049373;83,41036;103,5072;93,73033;-6,852345;83,55197;103,5775;93,78994;-12,07349;83,49255;103,3226;93,87175;-13,368;83,17043;103,312;94,14545;10,83046;-5,495781;78,85711;-55,11932;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-122,8821;58,74338;1851,429;501,3233;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
38;608;00:00:00:608;38,57013;2,684802;56,34674;10,5106;-2,049373;83,41036;103,5072;93,73033;-6,852345;83,55197;103,5775;93,78994;-12,07349;83,49255;103,3226;93,87175;-13,368;83,17043;103,312;94,14545;22,6815;-11,68035;78,85665;-31,73761;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;711,0625;-371,0743;-0,027466;1402,902;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
39;624;00:00:00:624;38,67678;2,629167;57,68009;10,09302;-2,049373;83,41036;103,5072;93,73033;-6,852345;83,55197;103,5775;93,78994;-12,07349;83,49255;103,3226;93,87175;-13,368;83,17043;103,312;94,14545;6,398849;-3,338084;80,0006;-25,05506;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-976,9591;500,5362;68,63708;400,9529;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
40;640;00:00:00:640;38,67678;2,629167;57,68009;10,09302;-2,049373;83,41036;103,5072;93,73033;-6,852345;83,55197;103,5775;93,78994;-12,07349;83,49255;103,3226;93,87175;-13,368;83,17043;103,312;94,14545;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-383,9309;200,285;-4800,036;1503,304;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
41;656;00:00:00:656;38,87378;2,525591;58,99437;9,758967;-2,049373;83,41036;103,5072;93,73033;-6,852345;83,55197;103,5775;93,78994;-12,07349;83,49255;103,3226;93,87175;-13,368;83,17043;103,312;94,14545;11,81969;-6,214542;78,85711;-20,04295;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;709,1811;-372,8725;4731,426;-1202,577;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
42;672;00:00:00:672;39,20652;2,348339;61,64199;9,146474;-2,049373;83,41036;103,5072;93,73033;-6,852345;83,55197;103,5775;93,78994;-12,07349;83,49255;103,3226;93,87175;-13,368;83,17043;103,312;94,14545;19,96445;-10,63512;158,8573;-36,74961;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;488,6855;-265,2348;4800,008;-1002,399;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
43;688;00:00:00:688;39,27615;2,31081;61,90866;9,062974;-2,049373;83,41036;103,5072;93,73033;-6,852345;83,55197;103,5775;93,78994;-12,07349;83,49255;103,3226;93,87175;-13,368;83,17043;103,312;94,14545;4,178238;-2,251754;16,00021;-5,009994;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-947,1724;503,0021;-8571,422;1904,377;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
44;704;00:00:00:704;39,55359;2,160065;62,44199;8,868093;-2,049373;83,41036;103,5072;93,73033;-6,852345;83,55197;103,5775;93,78994;-12,07349;83,49255;103,3226;93,87175;-13,368;83,17043;103,312;94,14545;16,64635;-9,044709;31,99928;-11,69289;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;748,0865;-407,5773;959,944;-400,9734;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
45;720;00:00:00:720;39,65505;2,104433;63,22295;8,617577;-2,049373;83,41036;103,5072;93,73033;-6,852345;83,55197;103,5775;93,78994;-12,07349;83,49255;103,3226;93,87175;-13,368;83,17043;103,312;94,14545;6,08757;-3,337912;46,85783;-15,03096;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-633,5266;342,4078;891,5129;-200,2842;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
46;736;00:00:00:736;39,70612;2,076244;63,4896;8,422684;-2,049373;83,41036;103,5072;93,73033;-6,852345;83,55197;103,5775;93,78994;-12,07349;83,49255;103,3226;93,87175;-13,368;83,17043;103,312;94,14545;3,064041;-1,691351;15,99907;-11,69357;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-181,4117;98,79369;-1851,526;200,243;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
47;752;00:00:00:752;39,87792;1,981109;63,4896;8,367011;-2,049373;83,41036;103,5072;93,73033;-6,852345;83,55197;103,5775;93,78994;-12,07349;83,49255;103,3226;93,87175;-13,368;83,17043;103,312;94,14545;10,30792;-5,708055;0;-3,340358;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;434,6328;-241,0022;-959,944;501,1928;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
48;768;00:00:00:768;39,90652;1,965199;63,48961;8,25564;-2,049373;83,41036;103,5072;93,73033;-6,852345;83,55197;103,5775;93,78994;-12,07349;83,49255;103,3226;93,87175;-13,368;83,17043;103,312;94,14545;1,715927;-0,954609;0,000458;-6,682262;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-515,5197;285,2068;0,027466;-200,5142;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
