Frame;Elapsed_Time_In_Milliseconds;Time;Thumb_CMC_Spread;Thumb_CMC_Flex;Thumb_PIP_Flex;Thumb_DIP_Flex;Index_MCP_Spread;Index_MCP_Flex;Index_PIP_Flex;Index_DIP_Flex;Middle_MCP_Spread;Middle_MCP_Flex;Middle_PIP_Flex;Middle_DIP_Flex;Ring_MCP_Spread;Ring_MCP_Flex;Ring_PIP_Flex;Ring_DIP_Flex;Pinky_MCP_Spread;Pinky_MCP_Flex;Pinky_PIP_Flex;Pinky_DIP_Flex;Thumb_CMC_Spread_AngularVelocity;Thumb_CMC_Flex_AngularVelocity;Thumb_PIP_Flex_AngularVelocity;Thumb_DIP_Flex_AngularVelocity;Index_MCP_Spread_AngularVelocity;Index_MCP_Flex_AngularVelocity;Index_PIP_Flex_AngularVelocity;Index_DIP_Flex_AngularVelocity;Middle_MCP_Spread_AngularVelocity;Middle_MCP_Flex_AngularVelocity;Middle_PIP_Flex_AngularVelocity;Middle_DIP_Flex_AngularVelocity;Ring_MCP_Spread_AngularVelocity;Ring_MCP_Flex_AngularVelocity;Ring_PIP_Flex_AngularVelocity;Ring_DIP_Flex_AngularVelocity;Pinky_MCP_Spread_AngularVelocity;Pinky_MCP_Flex_AngularVelocity;Pinky_PIP_Flex_AngularVelocity;Pinky_DIP_Flex_AngularVelocity;Thumb_CMC_Spread_AngularAcceleration;Thumb_CMC_Flex_AngularAcceleration;Thumb_PIP_Flex_AngularAcceleration;Thumb_DIP_Flex_AngularAcceleration;Index_MCP_Spread_AngularAcceleration;Index_MCP_Flex_AngularAcceleration;Index_PIP_Flex_AngularAcceleration;Index_DIP_Flex_AngularAcceleration;Middle_MCP_Spread_AngularAcceleration;Middle_MCP_Flex_AngularAcceleration;Middle_PIP_Flex_AngularAcceleration;Middle_DIP_Flex_AngularAcceleration;Ring_MCP_Spread_AngularAcceleration;Ring_MCP_Flex_AngularAcceleration;Ring_PIP_Flex_AngularAcceleration;Ring_DIP_Flex_AngularAcceleration;Pinky_MCP_Spread_AngularAcceleration;Pinky_MCP_Flex_AngularAcceleration;Pinky_PIP_Flex_AngularAcceleration;Pinky_DIP_Flex_AngularAcceleration
16;256;00:00:00:256;60,97309;-18,14699;7,432446;6,000675;-6,966466;27,20677;103,5072;93,73032;-9,235674;26,42562;103,5775;93,78992;-11,79774;6,263753;54,86975;50,2253;-11,824;6,417991;21,58137;20,57561;1,483154;3,679161;-0,001574;-0,001974;-10,41942;11,89567;0;0;-1,762047;0,110092;0;-0,000458;-11,31775;0,537472;17,58453;15,821;-9,521026;0,431013;1,757126;1,578598;165,0421;409,4192;-0,094414;-0,118446;-811,1428;216,4031;-0,027466;0,027466;-242,379;-155,1132;0;0;-1212,245;57,50999;738,6108;664,4805;-609,978;27,62203;105,4275;94,7502
17;272;00:00:00:272;60,91671;-18,28666;7,165795;6,00074;-6,86827;27,22455;103,5072;93,73032;-9,127764;26,4189;103,5775;93,78992;-11,85702;6,26657;55,01627;50,35716;-11,74506;6,414415;21,58137;20,57561;-3,382644;-8,379936;-15,99904;0,00392;5,891733;1,066704;0;0;6,474609;-0,402946;0;0,000458;-3,556995;0,169001;8,790894;7,9113;4,736595;-0,21452;0;0;-291,9479;-723,5458;-959,8479;0,353622;978,6688;-649,7382;0;0;494,1993;-30,78231;0;0,054932;465,6451;-22,10827;-527,6184;-474,5818;855,4572;-38,73195;-105,4275;-94,71587
18;288;00:00:00:288;60,90499;-18,31554;7,165768;6,000708;-6,97097;27,20704;103,5072;93,73033;-9,287958;26,31065;103,5774;93,78994;-11,7396;6,260998;55,19211;50,51536;-11,87813;6,420465;21,58136;20,57563;-0,702896;-1,73275;-0,001631;-0,001945;-6,161956;-1,051025;0;0,000458;-9,611663;-6,494865;-0,000458;0,000916;7,04504;-0,334311;10,55054;9,492187;-7,984256;0,362978;-0,000572;0,001144;160,7849;398,8312;959,8445;-0,351906;-723,2213;-127,0637;0;0,027466;-965,1763;-365,5151;-0,027466;0,027466;636,1221;-30,19867;105,5786;94,85318;-763,251;34,64985;-0,034332;0,068665
19;304;00:00:00:304;60,87383;-18,39233;6,899129;6,000708;-6,969309;27,13636;103,5072;93,73031;-9,32542;26,313;103,5775;93,78993;-11,79025;6,263378;55,19212;50,51535;-11,89108;6,421045;21,5521;20,5493;-1,869964;-4,607276;-15,99832;0;0,099621;-4,240379;0,000458;-0,001373;-2,247734;0,140991;0,000458;-0,000458;-3,038921;0,142794;0,000687;-0,000458;-0,777054;0,034819;-1,755867;-1,579742;-70,0241;-172,4716;-959,8016;0,11673;375,6946;-191,3612;0,027466;-0,109863;441,8357;398,1513;0,054932;-0,082397;-605,0376;28,62625;-632,991;-569,5587;432,4321;-19,68956;-105,3177;-94,8532
20;320;00:00:00:320;60,79842;-18,57711;6,899129;6,000708;-6,943537;26,99372;103,5072;93,73033;-9,036486;26,2951;103,5775;93,78991;-11,83939;6,241836;55,19211;50,51536;-11,86606;6,419915;21,55209;20,5493;-4,524307;-11,08681;0;0;1,546326;-8,558693;0;0,001373;17,33608;-1,074142;0;-0,001373;-2,948227;-1,292524;-0,000916;0,000229;1,501179;-0,067806;-0,000687;0;-159,2606;-388,7718;959,8994;0;86,80228;-259,0988;-0,027466;0,164795;1175,029;-72,90802;-0,027466;-0,054932;5,441665;-86,11906;-0,09613;0,041199;136,6939;-6,157493;105,3108;94,78453
21;336;00:00:00:336;60,80751;-18,5549;6,899129;6,000708;-6,924046;26,99259;103,5072;93,73031;-9,132068;26,30096;103,5775;93,78994;-11,90825;6,245101;55,19212;50,51535;-11,87917;6,420496;21,55209;20,5493;0,545425;1,33255;0;0;1,169472;-0,067749;-0,000458;-0,001373;-5,73492;0,351563;0;0,001831;-4,131832;0,195951;0,000687;-0,000229;-0,786839;0,034819;0;0;304,1839;745,1613;0;0;-22,61123;509,4566;-0,027466;-0,164795;-1384,26;85,54229;0;0,192261;-71,01632;89,30853;0,09613;-0,027466;-137,281;6,157493;0,041199;0
22;352;00:00:00:352;60,80927;-18,55061;6,899101;6,000708;-6,680169;26,97857;103,5072;93,73034;-9,100253;26,299;103,5775;93,78993;-11,84347;6,241992;55,10421;50,43625;-11,85308;6,419334;21,55209;20,54931;0,105286;0,257378;-0,001688;0;14,63262;-0,841255;0;0,001831;1,908874;-0,117531;0;-0,000458;3,887157;-0,186539;-5,27481;-4,746093;1,565494;-0,069666;0;0,000572;-26,40839;-64,51034;-0,10128;0;807,7886;-46,41036;0,027466;0,192261;458,6277;-28,1456;0;-0,137329;481,1393;-22,94941;-316,5298;-284,7519;141,14;-6,269073;0;0,034332
23;368;00:00:00:368;60,77918;-18,62404;6,899101;6,000708;-6,680668;26,97861;103,5072;93,73032;-9,03679;26,29511;103,5775;93,78992;-11,79772;6,239825;55,04559;50,38352;-11,74457;6,4622;21,55209;20,54931;-1,805191;-4,405975;0;0;-0,029955;0,002289;0,000458;-0,000916;3,807792;-0,233574;0;-0,000458;2,744751;-0,130034;-3,517227;-3,163833;6,510658;2,571945;0;0;-114,6286;-279,8012;0,10128;0;-879,7542;50,61263;0,027466;-0,164795;113,9351;-6,962584;0;0;-68,54439;3,390311;105,455;94,93559;296,7098;158,4966;0;-0,034332
24;384;00:00:00:384;60,75854;-18,67428;6,63244;6,00074;-6,686977;26,97896;103,5072;93,73032;-9,050499;26,29595;103,5775;93,78993;-11,79024;6,23948;55,04559;50,38352;-11,72094;6,461108;21,75713;20,73354;-1,238479;-3,014259;-15,99964;0,001945;-0,378513;0,021172;-0,000458;-0,000458;-0,822544;0,050468;0;0,000458;0,449181;-0,020742;0,000458;-0,000229;1,417808;-0,065546;12,3024;11,05385;34,00269;83,50297;-959,9784;0,11673;-20,9135;1,132965;-0,054932;0,027466;-277,8202;17,04254;0;0,054932;-137,7342;6,557465;211,0611;189,8163;-305,571;-158,2495;738,1438;663,2308
25;400;00:00:00:400;60,68605;-18,84991;6,63244;6,00074;-6,65726;26,97728;103,5072;93,73032;-9,048633;26,29585;103,5774;93,78993;-11,79911;6,239919;55,04559;50,38353;-11,68825;6,45962;21,87431;20,83881;-4,349213;-10,5376;0;0;1,782989;-0,100708;0;0,000458;0,11198;-0,006065;-0,000458;0;-0,532322;0,026379;-0,000229;0,000687;1,961517;-0,089235;7,030677;6,316108;-186,644;-451,4007;959,9784;-0,11673;129,6902;-7,312774;0,027466;0,054932;56,07146;-3,392028;-0,027466;-0,027466;-58,89015;2,827262;-0,041199;0,054932;32,62253;-1,421356;-316,3032;-284,2643
26;416;00:00:00:416;60,64806;-18,94147;6,632469;6,000708;-6,572681;26,97252;103,5072;93,73033;-8,927551;26,3594;103,5775;93,7899;-11,71317;6,235802;55,04559;50,38352;-11,61408;6,45628;21,9329;20,89146;-2,279892;-5,493621;0,001745;-0,001945;5,074739;-0,285416;-0,000458;0,000458;7,264881;3,813057;0,000458;-0,001831;5,156135;-0,247049;-0,000229;-0,000458;4,450092;-0,200415;3,515396;3,159027;124,1592;302,639;0,104713;-0,11673;197,505;-11,08246;-0,027466;0;429,174;229,1473;0,054932;-0,109863;341,3074;-16,40568;0;-0,068665;149,3145;-6,67076;-210,9169;-189,4249
27;432;00:00:00:432;60,63804;-18,96554;6,63244;6,00074;-6,470903;27,0374;103,5072;93,73034;-8,830285;26,42441;103,5775;93,78992;-11,6268;6,25561;55,04558;50,38351;-11,50301;6,451267;21,9329;20,89146;-0,601044;-1,444473;-0,001745;0,001945;6,10671;3,892593;0;0,000458;5,835971;3,900718;0;0,001373;5,182571;1,188497;-0,000229;-0,000458;6,664581;-0,300808;0,000458;0;100,7309;242,9489;-0,209427;0,233459;61,91825;250,6805;0,027466;0;-85,73455;5,259704;-0,027466;0,192261;1,586151;86,1328;0;0;132,8693;-6,023596;-210,8963;-189,5416
28;448;00:00:00:448;60,63804;-18,96554;6,63244;6,00074;-6,470903;27,0374;103,5072;93,73034;-8,830285;26,42441;103,5775;93,78992;-11,6268;6,25561;55,04558;50,38351;-11,50301;6,451267;21,9329;20,89146;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;36,06262;86,66838;0,104713;-0,11673;-366,4026;-233,5556;0;-0,027466;-350,1583;-234,0431;0;-0,082397;-310,9543;-71,30984;0,013733;0,027466;-399,8748;18,04848;-0,027466;0
29;464;00:00:00:464;60,63804;-18,96554;6,63244;6,00074;-6,29507;27,05128;103,5072;93,73033;-8,579385;26,50405;103,5775;93,78992;-11,53015;6,251032;55,04559;50,38352;-11,36262;6,492654;21,78642;20,75985;0;0;0;0;10,54996;0,832901;0;-0,000458;15,05402;4,778251;0;0;5,798721;-0,274658;0,000687;0,000229;8,422909;2,483253;-8,788719;-7,896537;0;0;0;0;632,9978;49,97405;0;-0,027466;903,2408;286,6951;0;0;347,9232;-16,47949;0,041199;0,013733;505,3745;148,9952;-527,3231;-473,7922
30;480;00:00:00:480;60,63804;-18,96554;6,63244;5,945013;-6,276855;27,0973;103,5072;93,73032;-8,560983;26,50299;103,5775;93,78991;-11,52239;6,226772;55,04559;50,38352;-11,33797;6,491567;21,78643;20,75985;0;0;0;-3,34362;1,092939;2,761001;0,000916;-0,000458;1,104126;-0,063858;0;-0,000916;0,465546;-1,455631;0;0,000229;1,479435;-0,06526;0,000572;0;0;0;0;-200,6172;-567,4214;115,686;0,054932;0;-836,9933;-290,5266;0;-0,054932;-319,9905;-70,85838;-0,041199;0;-416,6084;-152,9108;527,3575;473,7922
31;496;00:00:00:496;60,63804;-18,96554;6,365811;5,945013;-6,11664;27,08872;103,5072;93,73033;-8,410527;26,49428;103,5775;93,78991;-11,47131;6,224379;55,04559;50,38351;-11,29883;6,489754;21,78643;20,75984;0;0;-15,99775;0;9,612893;-0,514641;-0,000458;0,000458;9,027328;-0,52208;0;0;3,06467;-0,143595;-0,000458;-0,000916;2,348099;-0,108748;0;-0,000687;0;0;-959,8651;200,6172;511,1972;-196,5385;-0,082397;0,054932;475,3921;-27,49328;0;0,054932;155,9475;78,72218;-0,027466;-0,068665;52,11982;-2,609252;-0,034332;-0,041199
32;512;00:00:00:512;60,63804;-18,96554;6,365811;5,945013;-6,067244;27,13309;103,5072;93,73031;-8,349085;26,56158;103,5775;93,78993;-11,32561;6,217508;55,04559;50,38352;-11,30174;6,489935;21,78642;20,75985;0;0;0;0;2,963762;2,662239;0,000458;-0,001373;3,686542;4,038048;0;0,001373;8,742371;-0,412245;0,000458;0,000687;-0,174637;0,010872;-0,00103;0,000687;0;0;959,8651;0;-398,9478;190,6128;0,054932;-0,109863;-320,4471;273,6076;0;0,082397;340,662;-16,119;0,054932;0,09613;-151,3641;7,177161;-0,061798;0,082397
33;528;00:00:00:528;60,63804;-18,96554;6,365811;5,945013;-6,047113;27,13204;103,5072;93,73033;-8,415196;26,61259;103,5775;93,78994;-11,39772;6,220881;55,04559;50,38353;-11,29592;6,489634;21,78642;20,75984;0;0;0;0;1,207838;-0,063286;-0,000916;0,001373;-3,966694;3,06015;0;0,000458;-4,326897;0,202417;0;0,000687;0,349331;-0,01811;0;-0,000687;0;0;0;0;-105,3554;-163,5315;-0,082397;0,164795;-459,1941;-58,67387;0;-0,054932;-784,156;36,87973;-0,027466;0;31,43806;-1,73893;0,061798;-0,082397
34;544;00:00:00:544;60,63804;-18,96554;6,365811;5,945013;-6,047113;27,13204;103,5072;93,73033;-8,415196;26,61259;103,5775;93,78994;-11,39772;6,220881;55,04559;50,38353;-11,29592;6,489634;21,78642;20,75984;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-72,47028;3,797149;0,054932;-0,082397;238,0016;-183,609;0;-0,027466;259,6138;-12,14504;0;-0,041199;-20,95985;1,086616;0;0,041199
35;560;00:00:00:560;60,63804;-18,96554;6,365811;5,945013;-6,047113;27,13204;103,5072;93,73033;-8,415196;26,61259;103,5775;93,78994;-11,39772;6,220881;55,04559;50,38353;-11,29592;6,489634;21,78642;20,75984;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
36;576;00:00:00:576;60,63804;-18,96554;6,099115;5,945046;-5,816082;27,12004;103,5072;93,73032;-8,190599;26,67062;103,5775;93,78992;-11,08862;6,158643;55,30935;50,62086;-11,20124;6,485402;21,78642;20,75984;0;0;-16,00173;0,002003;13,86183;-0,719604;0,000916;-0,000916;13,47582;3,482094;0;-0,000916;18,54595;-3,734321;15,82512;14,23988;5,680789;-0,253916;0,000458;0;0;0;-960,1038;0,120163;831,7096;-43,17626;0,054932;-0,054932;808,549;208,9256;0;-0,054932;1112,757;-224,0593;949,507;854,3929;340,8474;-15,23495;0,027466;0
37;592;00:00:00:592;60,63804;-18,96554;6,099115;5,945046;-5,838786;27,1212;103,5072;93,73036;-8,259017;26,62728;103,5774;93,78994;-11,16483;6,162239;55,30935;50,62085;-11,24124;6,487185;21,78643;20,75985;0;0;0;0;-1,362219;0,069237;-0,000916;0,002747;-4,105053;-2,600326;-0,000458;0,000916;-4,572086;0,215778;0,000229;-0,000687;-2,399769;0,107031;0,000572;0,000687;0;0;960,1038;-0,120163;-913,4427;47,33047;-0,109863;0,219727;-1054,852;-364,9452;-0,027466;0,109863;-1387,082;237,006;-949,4933;-854,4341;-484,8335;21,6568;0,006866;0,041199
