Frame;Elapsed_Time_In_Milliseconds;Time;Thumb_CMC_Spread;Thumb_CMC_Flex;Thumb_PIP_Flex;Thumb_DIP_Flex;Index_MCP_Spread;Index_MCP_Flex;Index_PIP_Flex;Index_DIP_Flex;Middle_MCP_Spread;Middle_MCP_Flex;Middle_PIP_Flex;Middle_DIP_Flex;Ring_MCP_Spread;Ring_MCP_Flex;Ring_PIP_Flex;Ring_DIP_Flex;Pinky_MCP_Spread;Pinky_MCP_Flex;Pinky_PIP_Flex;Pinky_DIP_Flex;Thumb_CMC_Spread_AngularVelocity;Thumb_CMC_Flex_AngularVelocity;Thumb_PIP_Flex_AngularVelocity;Thumb_DIP_Flex_AngularVelocity;Index_MCP_Spread_AngularVelocity;Index_MCP_Flex_AngularVelocity;Index_PIP_Flex_AngularVelocity;Index_DIP_Flex_AngularVelocity;Middle_MCP_Spread_AngularVelocity;Middle_MCP_Flex_AngularVelocity;Middle_PIP_Flex_AngularVelocity;Middle_DIP_Flex_AngularVelocity;Ring_MCP_Spread_AngularVelocity;Ring_MCP_Flex_AngularVelocity;Ring_PIP_Flex_AngularVelocity;Ring_DIP_Flex_AngularVelocity;Pinky_MCP_Spread_AngularVelocity;Pinky_MCP_Flex_AngularVelocity;Pinky_PIP_Flex_AngularVelocity;Pinky_DIP_Flex_AngularVelocity;Thumb_CMC_Spread_AngularAcceleration;Thumb_CMC_Flex_AngularAcceleration;Thumb_PIP_Flex_AngularAcceleration;Thumb_DIP_Flex_AngularAcceleration;Index_MCP_Spread_AngularAcceleration;Index_MCP_Flex_AngularAcceleration;Index_PIP_Flex_AngularAcceleration;Index_DIP_Flex_AngularAcceleration;Middle_MCP_Spread_AngularAcceleration;Middle_MCP_Flex_AngularAcceleration;Middle_PIP_Flex_AngularAcceleration;Middle_DIP_Flex_AngularAcceleration;Ring_MCP_Spread_AngularAcceleration;Ring_MCP_Flex_AngularAcceleration;Ring_PIP_Flex_AngularAcceleration;Ring_DIP_Flex_AngularAcceleration;Pinky_MCP_Spread_AngularAcceleration;Pinky_MCP_Flex_AngularAcceleration;Pinky_PIP_Flex_AngularAcceleration;Pinky_DIP_Flex_AngularAcceleration
10;160;00:00:00:160;59,86534;12,55172;3,0944;96,38644;-2,049373;83,41036;103,5072;93,73033;-6,852345;83,55197;103,5775;93,78994;-12,96469;57,53394;103,3226;93,87173;-13,14768;75,69942;103,312;94,14545;-0,769272;-39,18342;0,007596;0,000458;0;0;0;0;0;0;0;0;-3,317814;37,81082;-0,000916;-0,000458;-3,958168;30,45044;-0,000458;0,000458;-551,5823;-3225,963;0,455761;0,027466;0;0;0;0;0;0;0;0;-552,2037;-1347,871;-0,054932;0;-508,1554;-1528,637;0;0,109863
11;176;00:00:00:176;59,86335;12,31928;3,094273;96,38644;-2,049373;83,41036;103,5072;93,73033;-6,852345;83,55197;103,5775;93,78994;-12,95401;57,78658;103,3226;93,87174;-13,15649;75,86;103,312;94,14546;-0,119247;-13,94646;-0,007596;-0,000458;0;0;0;0;0;0;0;0;0,640526;15,15793;0;0,000916;-0,528603;9,634551;0,001373;0,000458;39,00146;1514,218;-0,911522;-0,054932;0;0;0;0;0;0;0;0;237,5004;-1359,173;0,054932;0,082397;205,7739;-1248,953;0,109863;0
12;192;00:00:00:192;59,90408;11,90226;3,094337;96,38644;-2,049373;83,41036;103,5072;93,73033;-6,852345;83,55197;103,5775;93,78994;-12,91952;58,17479;103,3226;93,87173;-13,10821;76,13103;103,312;94,14545;2,443771;-25,02147;0,003805;0,000458;0;0;0;0;0;0;0;0;2,069435;23,29307;0;-0,000458;2,896785;16,26205;-0,001373;-0,000916;153,7811;-664,5011;0,684071;0,054932;0;0;0;0;0;0;0;0;85,73456;488,1087;0;-0,082397;205,5233;397,6502;-0,164795;-0,082397
13;208;00:00:00:208;59,9666;11,34397;3,0944;96,38643;-2,049373;83,41036;103,5072;93,73033;-6,852345;83,55197;103,5775;93,78994;-12,92955;58,45285;103,3226;93,87174;-13,14959;76,29378;103,312;94,14545;3,751373;-33,49737;0,003791;-0,000916;0;0;0;0;0;0;0;0;-0,601902;16,68365;0;0,000458;-2,482567;9,764556;0;0,000458;78,45611;-508,5538;-0,000858;-0,082397;0;0;0;0;0;0;0;0;-160,2802;-396,5651;0;0,054932;-322,7611;-389,8499;0,082397;0,082397
14;224;00:00:00:224;59,99946;11,15651;3,094273;96,38644;-2,049373;83,41036;103,5072;93,73033;-6,852345;83,55197;103,5775;93,78994;-12,91317;58,65855;103,3226;93,87173;-13,16216;76,43172;103,312;94,14545;1,971588;-11,24742;-0,007596;0,000458;0;0;0;0;0;0;0;0;0,983219;12,34199;0;-0,000916;-0,754395;8,276825;0;0;-106,7871;1334,997;-0,683212;0,082397;0;0;0;0;0;0;0;0;95,10725;-260,4996;0;-0,082397;103,6903;-89,26385;0;-0,027466
15;240;00:00:00:240;59,97983;11,19328;3,094337;96,38643;-2,049373;83,41036;103,5072;93,73033;-6,852345;83,55197;103,5775;93,78994;-12,8935;58,79464;103,3226;93,87173;-13,09711;76,61029;103,312;94,14548;-1,177826;2,205963;0,003805;-0,000458;0;0;0;0;0;0;0;0;1,180057;8,165131;0;0;3,903122;10,71396;0;0,001373;-188,9648;807,2032;0,684071;-0,054932;0;0;0;0;0;0;0;0;11,8103;-250,6118;0;0,054932;279,451;146,228;0;0,082397
16;256;00:00:00:256;59,98869;10,86401;3,094273;96,38644;-2,049373;83,41036;103,5072;93,73033;-6,852345;83,55197;103,5775;93,78994;-12,95302;58,8939;103,3226;93,87176;-13,17288;76,68377;103,312;94,14545;0,531693;-19,75593;-0,003805;0,000458;0;0;0;0;0;0;0;0;-3,571415;5,955734;0,000458;0,001831;-4,54628;4,408722;0;-0,001831;102,5711;-1317,714;-0,456619;0,054932;0;0;0;0;0;0;0;0;-285,0883;-132,5638;0,027466;0,109863;-506,9641;-378,3141;0;-0,192261
17;272;00:00:00:272;60,00022;10,8461;3,094273;96,38644;-2,049373;83,41036;103,5072;93,73033;-6,852345;83,55197;103,5775;93,78994;-12,93393;58,91472;103,3226;93,87176;-13,17645;76,70686;103,312;94,14544;0,691681;-1,0746;0;0,000458;0;0;0;0;0;0;0;0;1,145325;1,249008;0;0;-0,214005;1,385193;-0,000916;-0,000458;9,5993;1120,88;0,22831;0;0;0;0;0;0;0;0;0;283,0043;-282,4035;-0,027466;-0,109863;259,9365;-181,4117;-0,054932;0,082397
18;288;00:00:00:288;60,07973;10,64629;3,094337;96,38644;-2,049373;83,41036;103,5072;93,73033;-6,852345;83,55197;103,5775;93,78994;-12,92583;59,05215;103,3226;93,87176;-13,0931;76,83856;103,312;94,14546;4,770584;-11,98872;0,003805;0;0;0;0;0;0;0;0;0;0,486317;8,245926;-0,000458;0;5,000839;7,902374;0,001831;0,001373;244,7342;-654,8469;0,22831;-0,027466;0;0;0;0;0;0;0;0;-39,54047;419,8151;-0,027466;0;312,8906;391,0309;0,164795;0,109863
19;304;00:00:00:304;60,20455;10,46777;3,094337;96,38643;-2,049373;83,41036;103,5072;93,73033;-6,852345;83,55197;103,5775;93,78994;-12,94238;59,16939;103,3226;93,87175;-13,15349;76,97955;103,312;94,14545;7,489013;-10,71121;0;-0,000916;0;0;0;0;0;0;0;0;-0,99329;7,034454;0,000458;-0,000458;-3,623428;8,459473;-0,000916;-0,000916;163,1058;76,65023;-0,22831;-0,054932;0;0;0;0;0;0;0;0;-88,77639;-72,68832;0,054932;-0,027466;-517,456;33,42593;-0,164795;-0,137329
20;320;00:00:00:320;60,31808;10,54114;3,094273;96,38644;-2,049373;83,41036;103,5072;93,73033;-6,852345;83,55197;103,5775;93,78994;-13,07134;59,25374;103,3227;93,87174;-13,13215;77,11526;103,312;94,14546;6,811752;4,402542;-0,003805;0,000916;0;0;0;0;0;0;0;0;-7,737636;5,061035;0,000458;-0,000458;1,280537;8,1427;0,000916;0,000916;-40,63568;906,8251;-0,22831;0,109863;0;0;0;0;0;0;0;0;-404,6607;-118,4051;0;0;294,2379;-19,00635;0,109863;0,109863
21;336;00:00:00:336;60,39142;10,64709;3,094337;96,38644;-2,049373;83,41036;103,5072;93,73033;-6,852345;83,55197;103,5775;93,78994;-12,9298;59,32932;103,3226;93,87175;-13,10101;77,25043;103,312;94,14545;4,400482;6,356506;0,003805;0;0;0;0;0;0;0;0;0;8,492775;4,534607;-0,000458;0,000458;1,868191;8,109741;-0,000916;-0,000458;-144,6762;117,2378;0,456619;-0,054932;0;0;0;0;0;0;0;0;973,8246;-31,58566;-0,054932;0,054932;35,25925;-1,977539;-0,109863;-0,082397
22;352;00:00:00:352;60,46627;10,54291;3,094273;96,38644;-2,049373;83,41036;103,5072;93,73033;-6,852345;83,55197;103,5775;93,78994;-12,98115;59,35839;103,3226;93,87175;-13,12055;77,34306;103,312;94,14545;4,490891;-6,250419;-0,003805;-0,000458;0;0;0;0;0;0;0;0;-3,080978;1,744079;-0,000458;0;-1,172562;5,558166;-0,000458;-0,000458;5,424499;-756,4155;-0,456619;-0,027466;0;0;0;0;0;0;0;0;-694,4252;-167,4316;0;-0,027466;-182,4451;-153,0945;0,027466;0
23;368;00:00:00:368;60,71749;11,2537;3,094337;96,38644;-2,049373;83,41036;103,5072;93,73033;-6,852345;83,55197;103,5775;93,78994;-13,008;59,45374;103,3227;93,87175;-13,10104;77,43323;103,312;94,14545;15,07324;42,64715;0,003805;0;0;0;0;0;0;0;0;0;-1,611156;5,721359;0,000916;0;1,17073;5,409851;0,000916;0;634,941;2933,854;0,456619;0,027466;0;0;0;0;0;0;0;0;88,1893;238,6367;0,082397;0;140,5975;-8,898926;0,082397;0,027466
24;384;00:00:00:384;60,71749;11,2537;3,094337;96,38644;-2,049373;83,41036;103,5072;93,73033;-6,852345;83,55197;103,5775;93,78994;-12,95436;59,49359;103,3226;93,87174;-13,09227;77,47838;103,312;94,14546;0;0;0;0;0;0;0;0;0;0;0;0;3,21825;2,390899;-0,000916;-0,000458;0,526314;2,709045;0;0,000916;-904,3944;-2558,829;-0,22831;0;0;0;0;0;0;0;0;0;289,7644;-199,8275;-0,109863;-0,027466;-38,665;-162,0483;-0,054932;0,054932
25;400;00:00:00:400;60,85471;11,673;3,094273;96,38644;-2,049373;83,41036;103,5072;93,73033;-6,852345;83,55197;103,5775;93,78994;-12,89549;59,602;103,3227;93,87174;-13,09504;77,56995;103,312;94,14546;8,233566;25,15829;-0,003805;0;0;0;0;0;0;0;0;0;3,53239;6,504592;0,000916;0;-0,166397;5,494079;0,000458;0;494,0139;1509,497;-0,22831;0;0;0;0;0;0;0;0;0;18,84842;246,8216;0,109863;0,027466;-41,56265;167,102;0,027466;-0,054932
26;416;00:00:00:416;60,85256;9,986841;3,094273;96,38644;-2,049373;83,41036;103,5072;93,73033;-6,852345;83,55197;103,5775;93,78994;-12,9201;59,62791;103,3226;93,87174;-13,10473;77,57055;103,312;94,14546;-0,129089;-101,1697;0;0,000458;0;0;0;0;0;0;0;0;-1,476803;1,554794;-0,000458;0;-0,58136;0,036163;-0,000916;0;-501,7593;-7579,676;0,22831;0,027466;0;0;0;0;0;0;0;0;-300,5516;-296,9879;-0,082397;0;-24,89776;-327,4749;-0,082397;0
27;432;00:00:00:432;60,88987;10,08488;3,094273;96,38644;-2,049373;83,41036;103,5072;93,73033;-6,852345;83,55197;103,5775;93,78994;-12,91489;59,74256;103,3227;93,87174;-13,06653;77,63676;103,312;94,14546;2,238693;5,882492;0;-0,000458;0;0;0;0;0;0;0;0;0,312595;6,878585;0,000458;0;2,292423;3,972473;0;0;142,067;6423,128;0;-0,054932;0;0;0;0;0;0;0;0;107,3639;319,4275;0,054932;0;172,427;236,1786;0,054932;0
28;448;00:00:00:448;60,77184;7,819389;3,09421;96,38644;-2,049373;83,41036;103,5072;93,73033;-6,852345;83,55197;103,5775;93,78994;-13,0168;59,89268;103,3226;93,87177;-13,11451;77,73108;103,312;94,14545;-7,081832;-135,9296;-0,003791;0;0;0;0;0;0;0;0;0;-6,114234;9,007645;-0,000458;0,001373;-2,878761;5,659332;0,000458;-0,000916;-559,2315;-8508,725;-0,227451;0,027466;0;0;0;0;0;0;0;0;-385,6098;127,7436;-0,054932;0,082397;-310,271;101,2115;0,027466;-0,054932
29;464;00:00:00:464;60,77184;7,819389;3,09421;96,38644;-2,049373;83,41036;103,5072;93,73033;-6,852345;83,55197;103,5775;93,78994;-13,0168;59,89268;103,3226;93,87177;-13,11451;77,73108;103,312;94,14545;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;424,9099;8155,775;0,227451;0;0;0;0;0;0;0;0;0;366,854;-540,4587;0,027466;-0,082397;172,7256;-339,5599;-0,027466;0,054932
30;480;00:00:00:480;60,82469;7,97618;3,094273;96,38643;-2,049373;83,41036;103,5072;93,73033;-6,852345;83,55197;103,5775;93,78994;-13,00401;59,93729;103,3226;93,87173;-13,0802;77,77469;103,312;94,14546;3,1707;9,407443;0,003791;-0,000458;0;0;0;0;0;0;0;0;0,767269;2,676086;0;-0,002289;2,058105;2,616577;0;0,000916;190,242;564,4465;0,227451;-0,027466;0;0;0;0;0;0;0;0;46,03614;160,5652;0;-0,137329;123,4863;156,9946;0;0,054932
31;496;00:00:00:496;60,75235;5,936909;3,094337;96,38642;-2,049373;83,41036;103,5072;93,73033;-6,852345;83,55197;103,5775;93,78994;-13,06143;60,03614;103,3226;93,87173;-13,09639;77,72998;103,312;94,14546;-4,340057;-122,3563;0,003805;-0,000458;0;0;0;0;0;0;0;0;-3,44553;5,931243;-0,000458;0;-0,970917;-2,682495;0;0;-450,6454;-7905,823;0,000858;0;0;0;0;0;0;0;0;0;-252,7679;195,3094;-0,027466;0,137329;-181,7413;-317,9443;0;-0,054932
32;512;00:00:00:512;60,75235;5,936909;3,094337;96,38642;-2,049373;83,41036;103,5072;93,73033;-6,852345;83,55197;103,5775;93,78994;-13,06143;60,03614;103,3226;93,87173;-13,09639;77,72998;103,312;94,14546;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;260,4034;7341,376;-0,22831;0,027466;0;0;0;0;0;0;0;0;206,7318;-355,8746;0,027466;0;58,255;160,9497;0;0
33;528;00:00:00:528;60,7761;6,018948;3,094273;96,38644;-2,049373;83,41036;103,5072;93,73033;-6,852345;83,55197;103,5775;93,78994;-13,05905;60,08194;103,3226;93,87173;-13,08399;77,72921;103,312;94,14548;1,425018;4,922361;-0,003805;0,000916;0;0;0;0;0;0;0;0;0,14328;2,747726;0,000458;0;0,743637;-0,046234;0,000458;0,000916;85,50108;295,3416;-0,22831;0,054932;0;0;0;0;0;0;0;0;8,596801;164,8636;0,027466;0;44,61822;-2,774047;0,027466;0,054932
34;544;00:00:00:544;60,81181;6,10977;3,0944;96,38644;-2,049373;83,41036;103,5072;93,73033;-6,852345;83,55197;103,5775;93,78994;-13,07328;60,17573;103,3226;93,87177;-13,08615;77,72935;103,312;94,14547;2,142105;5,449304;0,007596;0;0;0;0;0;0;0;0;0;-0,853786;5,627517;0;0,002289;-0,129376;0,008698;-0,000458;-0,000458;43,02521;31,61659;0,684071;-0,054932;0;0;0;0;0;0;0;0;-59,82398;172,7874;-0,027466;0,137329;-52,38074;3,295898;-0,054932;-0,082397
35;560;00:00:00:560;60,66121;4,37255;3,094273;96,38643;-2,049373;83,41036;103,5072;93,73033;-6,852345;83,55197;103,5775;93,78994;-13,08636;60,24637;103,3227;93,87177;-13,06387;77,72801;103,312;94,14545;-9,035568;-104,2332;-0,007596;-0,000458;0;0;0;0;0;0;0;0;-0,785065;4,238434;0,000458;0;1,336841;-0,080566;-0,000458;-0,001373;-670,6603;-6580,947;-0,911522;-0,027466;0;0;0;0;0;0;0;0;4,123306;-83,345;0,027466;-0,137329;87,97301;-5,355834;0;-0,054932
36;576;00:00:00:576;60,64223;4,362342;3,094273;96,38644;-2,049373;83,41036;103,5072;93,73033;-6,852345;83,55197;103,5775;93,78994;-13,20907;60,32979;103,3226;93,87173;-13,0634;77,72797;103,312;94,14547;-1,138916;-0,612488;0;0,000458;0;0;0;0;0;0;0;0;-7,362499;5,005416;-0,000916;-0,002289;0,028152;-0,002289;0,000458;0,001373;473,7991;6217,24;0,455761;0,054932;0;0;0;0;0;0;0;0;-394,646;46,01895;-0,082397;-0,137329;-78,52134;4,696655;0,054932;0,164795
37;592;00:00:00:592;60,63778;4,338544;3,094273;96,38644;-2,049373;83,41036;103,5072;93,73033;-6,852345;83,55197;103,5775;93,78994;-13,21745;60,3538;103,3226;93,87173;-13,06715;77,7282;103,312;94,14545;-0,267105;-1,427908;0;0;0;0;0;0;0;0;0;0;-0,502911;1,440353;0;0;-0,224819;0,013733;0;-0,000916;52,30865;-48,9252;0;-0,027466;0;0;0;0;0;0;0;0;411,5753;-213,9038;0,054932;0,137329;-15,1783;0,961304;-0,027466;-0,137329
38;608;00:00:00:608;60,63778;4,338544;3,094273;96,38644;-2,049373;83,41036;103,5072;93,73033;-6,852345;83,55197;103,5775;93,78994;-13,21745;60,3538;103,3226;93,87173;-13,06715;77,7282;103,312;94,14545;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16,02631;85,67446;0;0;0;0;0;0;0;0;0;0;30,17463;-86,42119;0;0;13,48915;-0,823975;0;0,054932
39;624;00:00:00:624;60,45552;2,672996;3,094337;96,38644;-2,049373;83,41036;103,5072;93,73033;-6,852345;83,55197;103,5775;93,78994;-13,22048;60,46928;103,3226;93,87173;-13,05696;77,72758;103,312;94,14548;-10,93552;-99,93287;0,003805;0;0;0;0;0;0;0;0;0;-0,181904;6,92871;0;0,000458;0,611114;-0,037079;0;0,001831;-656,1309;-5995,972;0,22831;0;0;0;0;0;0;0;0;0;-10,91423;415,7226;0;0,027466;36,66687;-2,224731;0;0,109863
40;640;00:00:00:640;60,39717;2,417978;3,094337;96,38643;-2,049373;83,41036;103,5072;93,73033;-6,852345;83,55197;103,5775;93,78994;-13,33289;60,55153;103,3226;93,87173;-13,08668;77,72939;103,312;94,14547;-3,500976;-15,30111;0;-0,000458;0;0;0;0;0;0;0;0;-6,744403;4,934921;0;-0,000458;-1,782989;0,10849;0;-0,000916;446,0723;5077,905;-0,22831;-0,027466;0;0;0;0;0;0;0;0;-393,7499;-119,6274;0;-0,054932;-143,6462;8,73413;0;-0,164795
41;656;00:00:00:656;60,21228;0,781185;3,0944;96,38642;-2,049373;83,41036;103,5072;93,73033;-6,852345;83,55197;103,5775;93,78994;-13,34689;60,57619;103,3226;93,87172;-13,09223;77,72973;103,312;94,14545;-11,09367;-98,20757;0,003791;-0,000458;0;0;0;0;0;0;0;0;-0,840111;1,47995;0;-0,000458;-0,332909;0,020142;-0,000458;-0,001373;-455,5618;-4974,387;0,227451;0;0;0;0;0;0;0;0;0;354,2575;-207,2982;0;0;87,00484;-5,300903;-0,027466;-0,027466
42;672;00:00:00:672;60,21746;1,097057;3,094273;96,38643;-2,049373;83,41036;103,5072;93,73033;-6,852345;83,55197;103,5775;93,78994;-13,35041;60,64565;103,3226;93,87173;-13,06607;77,72815;103,312;94,14546;0,310822;18,95232;-0,007596;0,000458;0;0;0;0;0;0;0;0;-0,211258;4,167252;0;0,000458;1,569157;-0,094757;0;0,000916;684,2696;7029,592;-0,683212;0,054932;0;0;0;0;0;0;0;0;37,73117;161,2381;0;0,054932;114,1239;-6,89392;0,027466;0,137329
43;688;00:00:00:688;59,99075;-0,080643;3,0944;96,38643;-2,049373;83,41036;103,5072;93,73033;-6,852345;83,55197;103,5775;93,78994;-13,36571;60,76251;103,3226;93,87174;-13,08265;77,72915;103,312;94,14545;-13,60245;-70,66199;0,007596;0;0;0;0;0;0;0;0;0;-0,917931;7,012023;0,000458;0,000916;-0,994549;0,059967;0;-0,000916;-834,796;-5376,858;0,911522;-0,027466;0;0;0;0;0;0;0;0;-42,40036;170,6863;0,027466;0,027466;-153,8223;9,283446;0;-0,109863
